Rk,Player,PPR,Day,G#,Week,Date,Age,Team,Home_Away,Opp,Result,Pos.,PFR_Id
,Deebo Samuel,25.1,Thu,3,3,2023-09-21,27-249,SFO,Home,NYG,W 30-12,WR,SamuDe00
,Jaylen Waddle,25.1,Sun,8,8,2023-10-29,24-338,MIA,Home,NWE,W 31-17,WR,WaddJa00
,Mike Williams,25.1,Sun,3,3,2023-09-24,28-355,LAC,Away,MIN,W 28-24,WR,WillMi07
,Mark Andrews,25.0,Sun,4,4,2023-10-01,28-025,BAL,Away,CLE,W 28-3,TE,AndrMa00
,Mike Evans,25.0,Sun,11,12,2023-11-26,30-097,TAM,Away,IND,L 20-27,WR,EvanMi00
,Derrick Henry,25.0,Sun,12,13,2023-12-03,29-333,TEN,Home,IND,L 28-31 (OT),RB,HenrDe00
,Tee Higgins,25.0,Sat,15,16,2023-12-23,24-339,CIN,Away,PIT,L 11-34,WR,HiggTe00
,Josh Allen,24.98,Sat,15,16,2023-12-23,27-216,BUF,Away,LAC,W 24-22,QB,AlleJo02
,Derek Carr,24.96,Thu,15,16,2023-12-21,32-268,NOR,Away,LAR,L 22-30,QB,CarrDe02
,Joshua Dobbs,24.92,Sun,9,9,2023-11-05,28-283,MIN,Away,ATL,W 31-28,QB,DobbJo00
,Amari Cooper,24.9,Sun,8,9,2023-11-05,29-141,CLE,Home,ARI,W 27-0,WR,CoopAm00
,Justin Jefferson,24.9,Thu,2,2,2023-09-14,24-090,MIN,Away,PHI,L 28-34,WR,JeffJu00
,Dak Prescott,24.88,Mon,6,6,2023-10-16,30-079,DAL,Away,LAC,W 20-17,QB,PresDa01
,Joe Flacco,24.82,Sun,15,16,2023-12-24,38-342,CLE,Away,HOU,W 36-22,QB,FlacJo00
,Jahan Dotson,24.8,Sun,8,8,2023-10-29,23-221,WAS,Home,PHI,L 31-38,WR,DotsJa00
,Jahmyr Gibbs,24.8,Sat,14,15,2023-12-16,21-271,DET,Home,DEN,W 42-17,RB,GibbJa01
,Isiah Pacheco,24.8,Sun,4,4,2023-10-01,24-213,KAN,Away,NYJ,W 23-20,RB,PachIs00
,Josh Allen,24.72,Sun,9,9,2023-11-05,27-168,BUF,Away,CIN,L 18-24,QB,AlleJo02
,Justin Fields,24.72,Sun,13,14,2023-12-10,24-280,CHI,Home,DET,W 28-13,QB,FielJu00
,Ty Chandler,24.7,Sat,14,15,2023-12-16,25-218,MIN,Away,CIN,L 24-27 (OT),RB,ChanTy01
,Joe Mixon,24.7,Sun,17,18,2024-01-07,27-167,CIN,Home,CLE,W 31-14,RB,MixoJo00
,Rashee Rice,24.7,Sun,11,12,2023-11-26,23-218,KAN,Away,LVR,W 31-17,WR,RiceRa01
,Amari Cooper,24.6,Sun,3,3,2023-09-24,29-099,CLE,Home,TEN,W 27-3,WR,CoopAm00
,DeVonta Smith,24.6,Sun,12,13,2023-12-03,25-019,PHI,Home,SFO,L 19-42,WR,SmitDe07
,Trevor Lawrence,24.56,Sun,11,12,2023-11-26,24-051,JAX,Away,HOU,W 24-21,QB,LawrTr00
,Justin Fields,24.5,Sun,15,16,2023-12-24,24-294,CHI,Home,ARI,W 27-16,QB,FielJu00
,Kyren Williams,24.5,Sun,14,15,2023-12-17,23-113,LAR,Home,WAS,W 28-20,RB,WillKy02
,Brandon Aiyuk,24.4,Sun,16,17,2023-12-31,25-289,SFO,Away,WAS,W 27-10,WR,AiyuBr00
,Tyler Allgeier,24.4,Sun,1,1,2023-09-10,23-148,ATL,Home,CAR,W 24-10,RB,AllgTy00
,Kendrick Bourne,24.4,Sun,1,1,2023-09-10,28-037,NWE,Home,PHI,L 20-25,WR,BourKe00
,Derrick Henry,24.38,Sun,4,4,2023-10-01,29-270,TEN,Home,CIN,W 27-3,RB,HenrDe00
,Josh Allen,24.3,Sun,7,7,2023-10-22,27-154,BUF,Away,NWE,L 25-29,QB,AlleJo02
,Najee Harris,24.3,Sat,17,18,2024-01-06,25-303,PIT,Away,BAL,W 17-10,RB,HarrNa00
,Rashid Shaheed,24.3,Sun,8,8,2023-10-29,25-059,NOR,Away,IND,W 38-27,WR,ShahRa00
,Jordan Love,24.26,Sun,3,3,2023-09-24,24-326,GNB,Home,NOR,W 18-17,QB,LoveJo03
,Noah Brown,24.2,Sun,9,10,2023-11-12,27-310,HOU,Away,CIN,W 30-27,WR,BrowNo00
,Najee Harris,24.2,Sun,16,17,2023-12-31,25-297,PIT,Away,SEA,W 30-23,RB,HarrNa00
,Amon-Ra St. Brown,24.2,Sat,14,15,2023-12-16,24-053,DET,Home,DEN,W 42-17,WR,StxxAm00
,Sam Howell,24.18,Sun,10,10,2023-11-12,23-057,WAS,Away,SEA,L 26-29,QB,HoweSa00
,Jalen Hurts,24.16,Sun,4,4,2023-10-01,25-055,PHI,Home,WAS,W 34-31 (OT),QB,HurtJa00
,Mac Jones,24.14,Sun,1,1,2023-09-10,25-005,NWE,Home,PHI,L 20-25,QB,JoneMa05
,Davante Adams,24.1,Thu,14,15,2023-12-14,30-355,LVR,Home,LAC,W 63-21,WR,AdamDa01
,Stefon Diggs,24.1,Sun,5,5,2023-10-08,29-313,BUF,Home,JAX,L 20-25,WR,DiggSt00
,Jerome Ford,24.1,Mon,2,2,2023-09-18,24-006,CLE,Away,PIT,L 22-26,RB,FordJe00
,Rashee Rice,24.1,Sun,14,15,2023-12-17,23-239,KAN,Away,NWE,W 27-17,WR,RiceRa01
,Calvin Ridley,24.1,Sun,1,1,2023-09-10,28-264,JAX,Away,IND,W 31-21,WR,RidlCa00
,Dontayvion Wicks,24.1,Sun,17,18,2024-01-07,22-205,GNB,Home,CHI,W 17-9,WR,WickDo00
,Geno Smith,24.06,Sun,9,10,2023-11-12,33-033,SEA,Home,WAS,W 29-26,QB,SmitGe00
,Justin Herbert,24.02,Sun,7,8,2023-10-29,25-233,LAC,Home,CHI,W 30-13,QB,HerbJu00
,Matt Gay,24.0,Sun,3,3,2023-09-24,29-193,IND,Away,BAL,W 22-19 (OT),K,GayxMa00
,Jahmyr Gibbs,24.0,Sun,15,16,2023-12-24,21-279,DET,Away,MIN,W 30-24,RB,GibbJa01
,Justin Jefferson,24.0,Sun,1,1,2023-09-10,24-086,MIN,Home,TAM,L 17-20,WR,JeffJu00
,Lamar Jackson,23.96,Thu,11,11,2023-11-16,26-313,BAL,Home,CIN,W 34-20,QB,JackLa00
,Jordan Love,23.96,Sun,15,16,2023-12-24,25-052,GNB,Away,CAR,W 33-30,QB,LoveJo03
,Jalen Hurts,23.92,Sun,12,13,2023-12-03,25-118,PHI,Home,SFO,L 19-42,QB,HurtJa00
,Evan Engram,23.9,Sun,17,18,2024-01-07,29-127,JAX,Away,TEN,L 20-28,TE,EngrEv00
,George Kittle,23.9,Sun,8,8,2023-10-29,30-020,SFO,Home,CIN,L 17-31,TE,KittGe00
,Puka Nacua,23.9,Sun,12,13,2023-12-03,22-188,LAR,Home,CLE,W 36-19,WR,NacuPu00
,Brock Purdy,23.84,Sun,9,10,2023-11-12,23-320,SFO,Away,JAX,W 34-3,QB,PurdBr00
,De'Von Achane,23.7,Sun,16,17,2023-12-31,22-079,MIA,Away,BAL,L 19-56,RB,AchaDe00
,Saquon Barkley,23.7,Sun,17,18,2024-01-07,26-332,NYG,Home,PHI,W 27-10,RB,BarkSa00
,Jake Browning,23.7,Sun,13,14,2023-12-10,27-243,CIN,Home,IND,W 34-14,QB,BrowJa08
,Gabriel Davis,23.7,Thu,8,8,2023-10-26,24-208,BUF,Home,TAM,W 24-18,WR,DaviGa01
,Michael Pittman Jr.,23.7,Sun,1,1,2023-09-10,25-340,IND,Home,JAX,L 21-31,WR,PittMi01
,Jordan Love,23.68,Sun,12,13,2023-12-03,25-031,GNB,Home,KAN,W 27-19,QB,LoveJo03
,Kyler Murray,23.68,Sun,16,17,2023-12-31,26-146,ARI,Away,PHI,W 35-31,QB,MurrKy00
,Josh Allen,23.66,Sun,2,2,2023-09-17,27-119,BUF,Home,LVR,W 38-10,QB,AlleJo02
,Matthew Stafford,23.66,Sun,13,14,2023-12-10,35-306,LAR,Away,BAL,L 31-37 (OT),QB,StafMa00
,Josh Reynolds,23.6,Sun,2,2,2023-09-17,28-213,DET,Home,SEA,L 31-37 (OT),WR,ReynJo00
,DeVonta Smith,23.6,Sun,11,12,2023-11-26,25-012,PHI,Home,BUF,W 37-34 (OT),WR,SmitDe07
,Andy Dalton,23.54,Sun,3,3,2023-09-24,35-330,CAR,Away,SEA,L 27-37,QB,DaltAn00
,Russell Wilson,23.52,Sun,15,16,2023-12-24,35-025,DEN,Home,NWE,L 23-26,QB,WilsRu00
,Josh Downs,23.5,Sun,7,7,2023-10-22,22-071,IND,Home,CLE,L 38-39,WR,DownJo00
,Cole Kmet,23.5,Sun,9,9,2023-11-05,24-240,CHI,Away,NOR,L 17-24,TE,KmetCo00
,Jaylen Warren,23.5,Sun,10,11,2023-11-19,25-018,PIT,Away,CLE,L 10-13,RB,WarrJa01
,Jalen Hurts,23.44,Mon,15,16,2023-12-25,25-140,PHI,Home,NYG,W 33-25,QB,HurtJa00
,Ja'Marr Chase,23.4,Sun,9,10,2023-11-12,23-256,CIN,Home,HOU,L 27-30,WR,ChasJa00
,Nico Collins,23.4,Sun,11,12,2023-11-26,24-252,HOU,Home,JAX,L 21-24,WR,CollNi00
,Joshua Dobbs,23.4,Sun,4,4,2023-10-01,28-248,ARI,Away,SFO,L 16-35,QB,DobbJo00
,Puka Nacua,23.4,Sun,7,7,2023-10-22,22-146,LAR,Home,PIT,L 17-24,WR,NacuPu00
,Joe Burrow,23.38,Sun,5,5,2023-10-08,26-302,CIN,Away,ARI,W 34-20,QB,BurrJo01
,Justin Herbert,23.38,Sun,4,4,2023-10-01,25-205,LAC,Home,LVR,W 24-17,QB,HerbJu00
,Matthew Stafford,23.36,Sun,11,12,2023-11-26,35-292,LAR,Away,ARI,W 37-14,QB,StafMa00
,Austin Ekeler,23.3,Sun,7,8,2023-10-29,28-165,LAC,Home,CHI,W 30-13,RB,EkelAu00
,Travis Etienne,23.3,Sun,6,6,2023-10-15,24-262,JAX,Home,IND,W 37-20,RB,EtieTr00
,Chris Olave,23.3,Thu,15,16,2023-12-21,23-177,NOR,Away,LAR,L 22-30,WR,OlavCh00
,Quez Watkins,23.3,Sun,17,18,2024-01-07,25-212,PHI,Away,NYG,L 10-27,WR,WatkQu00
,Jalen Hurts,23.26,Sun,7,7,2023-10-22,25-076,PHI,Home,MIA,W 31-17,QB,HurtJa00
,Evan Engram,23.2,Mon,12,13,2023-12-04,29-093,JAX,Home,CIN,L 31-34 (OT),TE,EngrEv00
,Zay Flowers,23.2,Sun,12,12,2023-11-26,23-076,BAL,Away,LAC,W 20-10,WR,FlowZa00
,Tyler Lockett,23.2,Sun,9,10,2023-11-12,31-045,SEA,Home,WAS,W 29-26,WR,LockTy00
,Amon-Ra St. Brown,23.2,Sun,7,7,2023-10-22,23-363,DET,Away,BAL,L 6-38,WR,StxxAm00
,Geno Smith,23.12,Sun,2,2,2023-09-17,32-342,SEA,Away,DET,W 37-31 (OT),QB,SmitGe00
,Saquon Barkley,23.1,Mon,13,14,2023-12-11,26-305,NYG,Home,GNB,W 24-22,RB,BarkSa00
,Devin Singletary,23.1,Sun,9,10,2023-11-12,26-070,HOU,Away,CIN,W 30-27,RB,SingDe00
,DeVonta Smith,23.1,Thu,2,2,2023-09-14,24-304,PHI,Home,MIN,W 34-28,WR,SmitDe07
,Josh Allen,23.06,Sun,17,18,2024-01-07,27-231,BUF,Away,MIA,W 21-14,QB,AlleJo02
,Gabriel Davis,23.0,Sat,15,16,2023-12-23,24-266,BUF,Away,LAC,W 24-22,WR,DaviGa01
,Juwan Johnson,23.0,Sun,16,17,2023-12-31,27-109,NOR,Away,TAM,W 23-13,TE,JohnJu02
,Jordan Love,23.0,Sun,1,1,2023-09-10,24-312,GNB,Away,CHI,W 38-20,QB,LoveJo03
,Raheem Mostert,23.0,Mon,13,14,2023-12-11,31-246,MIA,Home,TEN,L 27-28,RB,MostRa00
,Cade Otton,23.0,Sun,8,9,2023-11-05,24-204,TAM,Away,HOU,L 37-39,TE,OttoCa00
,Matthew Stafford,22.96,Sun,12,13,2023-12-03,35-299,LAR,Home,CLE,W 36-19,QB,StafMa00
,Baker Mayfield,22.94,Sun,4,4,2023-10-01,28-170,TAM,Away,NOR,W 26-9,QB,MayfBa00
,Joshua Dobbs,22.92,Sun,8,8,2023-10-29,28-276,ARI,Home,BAL,L 24-31,QB,DobbJo00
,Jared Goff,22.92,Sun,2,2,2023-09-17,28-338,DET,Home,SEA,L 31-37 (OT),QB,GoffJa00
,George Kittle,22.9,Sun,10,11,2023-11-19,30-041,SFO,Home,TAM,W 27-14,TE,KittGe00
,Trey McBride,22.9,Sun,13,13,2023-12-03,24-011,ARI,Away,PIT,W 24-10,TE,McBrTr01
,Christian McCaffrey,22.9,Thu,3,3,2023-09-21,27-106,SFO,Home,NYG,W 30-12,RB,McCaCh01
,DeVonta Smith,22.9,Sun,8,8,2023-10-29,24-349,PHI,Away,WAS,W 38-31,WR,SmitDe07
,Rhamondre Stevenson,22.9,Sun,9,9,2023-11-05,25-255,NWE,Home,WAS,L 17-20,RB,StevRh00
,Lamar Jackson,22.88,Sun,2,2,2023-09-17,26-253,BAL,Away,CIN,W 27-24,QB,JackLa00
,David Bell,22.8,Sun,17,18,2024-01-07,23-024,CLE,Away,CIN,L 14-31,WR,BellDa02
,Darren Waller,22.8,Sun,7,7,2023-10-22,31-039,NYG,Home,WAS,W 14-7,TE,WallDa01
,Travis Etienne,22.7,Thu,7,7,2023-10-19,24-266,JAX,Away,NOR,W 31-24,RB,EtieTr00
,Travis Kelce,22.7,Sun,5,5,2023-10-08,34-003,KAN,Away,MIN,W 27-20,TE,KelcTr00
,George Pickens,22.7,Mon,2,2,2023-09-18,22-198,PIT,Home,CLE,W 26-22,WR,PickGe00
,Joe Flacco,22.66,Thu,16,17,2023-12-28,38-346,CLE,Home,NYJ,W 37-20,QB,FlacJo00
,Keenan Allen,22.6,Sun,11,12,2023-11-26,31-213,LAC,Home,BAL,L 10-20,WR,AlleKe00
,Stefon Diggs,22.6,Sun,9,9,2023-11-05,29-341,BUF,Away,CIN,L 18-24,WR,DiggSt00
,Christian McCaffrey,22.6,Mon,7,7,2023-10-23,27-138,SFO,Away,MIN,L 17-22,RB,McCaCh01
,Terry McLaurin,22.6,Sun,4,4,2023-10-01,28-016,WAS,Away,PHI,L 31-34 (OT),WR,McLaTe00
,D.J. Moore,22.6,Sun,11,11,2023-11-19,26-219,CHI,Away,DET,L 26-31,WR,MoorD.00
,Calvin Ridley,22.6,Sun,17,18,2024-01-07,29-018,JAX,Away,TEN,L 20-28,WR,RidlCa00
,Lamar Jackson,22.58,Mon,15,16,2023-12-25,26-352,BAL,Away,SFO,W 33-19,QB,JackLa00
,Tommy DeVito,22.54,Sun,11,11,2023-11-19,25-104,NYG,Away,WAS,W 31-19,QB,DeViTo00
,Josh Allen,22.5,Sun,11,11,2023-11-19,27-182,BUF,Home,NYJ,W 32-6,QB,AlleJo02
,James Conner,22.5,Sun,13,13,2023-12-03,28-212,ARI,Away,PIT,W 24-10,RB,ConnJa00
,Jamison Crowder,22.5,Sun,8,8,2023-10-29,30-134,WAS,Home,PHI,L 31-38,WR,CrowJa00
,Gabriel Davis,22.5,Sun,12,12,2023-11-26,24-239,BUF,Away,PHI,L 34-37 (OT),WR,DaviGa01
,Josh Jacobs,22.5,Sun,12,12,2023-11-26,25-288,LVR,Home,KAN,L 17-31,RB,JacoJo01
,Christian McCaffrey,22.5,Sun,2,2,2023-09-17,27-102,SFO,Away,LAR,W 30-23,RB,McCaCh01
,Bo Melton,22.5,Sun,16,17,2023-12-31,24-227,GNB,Away,MIN,W 33-10,WR,MeltBo00
,Zack Moss,22.5,Sun,3,3,2023-09-24,25-283,IND,Away,BAL,W 22-19 (OT),RB,MossZa00
,Tua Tagovailoa,22.48,Sun,6,6,2023-10-15,25-227,MIA,Home,CAR,W 42-21,QB,TagoTu00
,Taysom Hill,22.46,Sun,8,8,2023-10-29,33-067,NOR,Away,IND,W 38-27,TE/QB,HillTa00
,Jared Goff,22.42,Sun,6,6,2023-10-15,29-001,DET,Away,TAM,W 20-6,QB,GoffJa00
,Chuba Hubbard,22.4,Sun,12,13,2023-12-03,24-175,CAR,Away,TAM,L 18-21,RB,HubbCh01
,Sam LaPorta,22.4,Sun,3,3,2023-09-24,22-255,DET,Home,ATL,W 20-6,TE,LaPoSa01
,D.J. Moore,22.4,Mon,12,12,2023-11-27,26-227,CHI,Away,MIN,W 12-10,WR,MoorD.00
,Deebo Samuel,22.4,Thu,11,12,2023-11-23,27-312,SFO,Away,SEA,W 31-13,WR,SamuDe00
,Joe Burrow,22.32,Sun,8,9,2023-11-05,26-330,CIN,Home,BUF,W 24-18,QB,BurrJo01
,Mark Andrews,22.3,Sun,7,7,2023-10-22,28-046,BAL,Home,DET,W 38-6,TE,AndrMa00
,Christian McCaffrey,22.3,Sun,12,13,2023-12-03,27-179,SFO,Away,PHI,W 42-19,RB,McCaCh01
,Tony Pollard,22.3,Thu,11,12,2023-11-23,26-207,DAL,Home,WAS,W 45-10,RB,PollTo00
,Russell Wilson,22.22,Sun,4,4,2023-10-01,34-306,DEN,Away,CHI,W 31-28,QB,WilsRu00
,Noah Brown,22.2,Sun,14,15,2023-12-17,27-345,HOU,Away,TEN,W 19-16 (OT),WR,BrowNo00
,James Conner,22.2,Sun,15,16,2023-12-24,28-233,ARI,Away,CHI,L 16-27,RB,ConnJa00
,Zay Flowers,22.2,Mon,15,16,2023-12-25,23-105,BAL,Away,SFO,W 33-19,WR,FlowZa00
,Justin Herbert,22.2,Sun,2,2,2023-09-17,25-191,LAC,Away,TEN,L 24-27 (OT),QB,HerbJu00
,Khalil Herbert,22.2,Sun,4,4,2023-10-01,25-163,CHI,Home,DEN,L 28-31,RB,HerbKh00
,Justice Hill,22.2,Sun,16,17,2023-12-31,26-047,BAL,Home,MIA,W 56-19,RB,HillJu00
,Tony Pollard,22.2,Sun,1,1,2023-09-10,26-133,DAL,Away,NYG,W 40-0,RB,PollTo00
,Bryce Young,22.18,Sun,15,16,2023-12-24,22-152,CAR,Home,GNB,L 30-33,QB,YounBr01
,A.J. Brown,22.1,Mon,3,3,2023-09-25,26-087,PHI,Away,TAM,W 25-11,WR,BrowAJ00
,Jake Ferguson,22.1,Sun,8,9,2023-11-05,24-291,DAL,Away,PHI,L 23-28,TE,FergJa00
,Tee Higgins,22.1,Sat,14,15,2023-12-16,24-332,CIN,Home,MIN,W 27-24 (OT),WR,HiggTe00
,Tyler Lockett,22.1,Sun,7,8,2023-10-29,31-031,SEA,Home,CLE,W 24-20,WR,LockTy00
,Deebo Samuel,22.1,Sun,2,2,2023-09-17,27-245,SFO,Away,LAR,W 30-23,WR,SamuDe00
,Amon-Ra St. Brown,22.1,Sat,16,17,2023-12-30,24-067,DET,Away,DAL,L 19-20,WR,StxxAm00
,Gabriel Davis,22.0,Sun,5,5,2023-10-08,24-190,BUF,Home,JAX,L 20-25,WR,DaviGa01
,DeAndre Hopkins,22.0,Sun,5,5,2023-10-08,31-124,TEN,Away,IND,L 16-23,WR,HopkDe00
,Diontae Johnson,22.0,Thu,8,9,2023-11-02,27-120,PIT,Home,TEN,W 20-16,WR,JohnDi01
,Jason Sanders,22.0,Sun,15,16,2023-12-24,28-038,MIA,Home,DAL,W 22-20,K,SandJa00
,Christian Kirk,21.96,Sun,2,2,2023-09-17,26-303,JAX,Home,KAN,L 9-17,WR,KirkCh01
,Jalen Hurts,21.92,Mon,14,15,2023-12-18,25-133,PHI,Away,SEA,L 17-20,QB,HurtJa00
,Puka Nacua,21.9,Sun,1,1,2023-09-10,22-104,LAR,Away,SEA,W 30-13,WR,NacuPu00
,Calvin Ridley,21.9,Sun,11,12,2023-11-26,28-341,JAX,Away,HOU,W 24-21,WR,RidlCa00
,Deebo Samuel,21.9,Sun,14,15,2023-12-17,27-336,SFO,Away,ARI,W 45-29,WR,SamuDe00
,Rachaad White,21.9,Sun,14,15,2023-12-17,24-339,TAM,Away,GNB,W 34-20,RB,WhitRa01
,C.J. Stroud,21.84,Sun,4,4,2023-10-01,21-363,HOU,Home,PIT,W 30-6,QB,StroCJ00
,Josh Jacobs,21.8,Sun,9,9,2023-11-05,25-267,LVR,Home,NYG,W 30-6,RB,JacoJo01
,Kyren Williams,21.8,Sun,6,6,2023-10-15,23-050,LAR,Home,ARI,W 26-9,RB,WillKy02
,Tua Tagovailoa,21.76,Sun,8,8,2023-10-29,25-241,MIA,Home,NWE,W 31-17,QB,TagoTu00
,Rhamondre Stevenson,21.7,Sun,11,12,2023-11-26,25-276,NWE,Away,NYG,L 7-10,RB,StevRh00
,Amon-Ra St. Brown,21.7,Sun,10,11,2023-11-19,24-026,DET,Home,CHI,W 31-26,WR,StxxAm00
,Kyler Murray,21.66,Sun,11,11,2023-11-19,26-104,ARI,Away,HOU,L 16-21,QB,MurrKy00
,Tyrod Taylor,21.66,Sun,7,7,2023-10-22,34-080,NYG,Home,WAS,W 14-7,QB,TaylTy00
,Jakobi Meyers,21.6,Sun,17,18,2024-01-07,27-059,LVR,Home,DEN,W 27-14,WR,MeyeJa01
,Tyjae Spears,21.6,Sun,17,18,2024-01-07,22-206,TEN,Home,JAX,W 28-20,RB,SpeaTy00
,De'Von Achane,21.5,Sun,5,5,2023-10-08,21-360,MIA,Home,NYG,W 31-16,RB,AchaDe00
,Keenan Allen,21.5,Mon,5,6,2023-10-16,31-172,LAC,Home,DAL,L 17-20,WR,AlleKe00
,Austin Ekeler,21.5,Sun,9,10,2023-11-12,28-179,LAC,Home,DET,L 38-41,RB,EkelAu00
,Jahmyr Gibbs,21.5,Sun,10,11,2023-11-19,21-244,DET,Home,CHI,W 31-26,RB,GibbJa01
,Drake London,21.5,Sun,6,6,2023-10-15,22-083,ATL,Home,WAS,L 16-24,WR,LondDr00
,Joe Mixon,21.5,Sun,13,14,2023-12-10,27-139,CIN,Home,IND,W 34-14,RB,MixoJo00
,Rachaad White,21.5,Sun,13,14,2023-12-10,24-332,TAM,Away,ATL,W 29-25,RB,WhitRa01
,C.J. Stroud,21.46,Sun,2,2,2023-09-17,21-349,HOU,Home,IND,L 20-31,QB,StroCJ00
,Brock Purdy,21.42,Sun,13,14,2023-12-10,23-348,SFO,Home,SEA,W 28-16,QB,PurdBr00
,Jordan Addison,21.4,Sun,8,8,2023-10-29,21-275,MIN,Away,GNB,W 24-10,WR,AddiJo00
,Gus Edwards,21.4,Sun,7,7,2023-10-22,28-192,BAL,Home,DET,W 38-6,RB,EdwaGu00
,Travis Etienne,21.4,Sun,1,1,2023-09-10,24-227,JAX,Away,IND,W 31-21,RB,EtieTr00
,Alvin Kamara,21.4,Sun,4,4,2023-10-01,28-068,NOR,Home,TAM,L 9-26,RB,KamaAl00
,Travis Kelce,21.4,Thu,6,6,2023-10-12,34-007,KAN,Home,DEN,W 19-8,TE,KelcTr00
,Raheem Mostert,21.4,Fri,11,12,2023-11-24,31-229,MIA,Away,NYJ,W 34-13,RB,MostRa00
,Chris Olave,21.4,Sun,10,10,2023-11-12,23-138,NOR,Away,MIN,L 19-27,WR,OlavCh00
,Derrick Henry,21.38,Sun,15,16,2023-12-24,29-354,TEN,Home,SEA,L 17-20,RB,HenrDe00
,Baker Mayfield,21.38,Thu,7,8,2023-10-26,28-195,TAM,Away,BUF,L 18-24,QB,MayfBa00
,Desmond Ridder,21.38,Sun,2,2,2023-09-17,24-017,ATL,Home,GNB,W 25-24,QB,RiddDe00
,Josh Allen,21.32,Sun,3,3,2023-09-24,27-126,BUF,Away,WAS,W 37-3,QB,AlleJo02
,Brock Purdy,21.32,Sun,4,4,2023-10-01,23-278,SFO,Home,ARI,W 35-16,QB,PurdBr00
,Breece Hall,21.3,Sun,7,8,2023-10-29,22-151,NYJ,Away,NYG,W 13-10 (OT),RB,HallBr03
,Derrick Henry,21.3,Sun,17,18,2024-01-07,30-003,TEN,Home,JAX,W 28-20,RB,HenrDe00
,Christian McCaffrey,21.3,Sun,10,11,2023-11-19,27-165,SFO,Home,TAM,W 27-14,RB,McCaCh01
,Isiah Pacheco,21.3,Sun,12,13,2023-12-03,24-276,KAN,Away,GNB,L 19-27,RB,PachIs00
,Josh Palmer,21.3,Thu,14,15,2023-12-14,24-083,LAC,Away,LVR,L 21-63,WR,PalmJo00
,Rachaad White,21.3,Sun,2,2,2023-09-17,24-248,TAM,Home,CHI,W 27-17,RB,WhitRa01
,Sam Howell,21.26,Sun,2,2,2023-09-17,23-001,WAS,Away,DEN,W 35-33,QB,HoweSa00
,Davante Adams,21.2,Sun,11,11,2023-11-19,30-330,LVR,Away,MIA,L 13-20,WR,AdamDa01
,Gabriel Davis,21.2,Sun,2,2,2023-09-17,24-169,BUF,Home,LVR,W 38-10,WR,DaviGa01
,Tyreek Hill,21.2,Sun,17,18,2024-01-07,29-312,MIA,Home,BUF,L 14-21,WR,HillTy00
,Patrick Mahomes,21.2,Sun,2,2,2023-09-17,28-000,KAN,Away,JAX,W 17-9,QB,MahoPa00
,Bijan Robinson,21.2,Sun,2,2,2023-09-17,21-230,ATL,Home,GNB,W 25-24,RB,RobiBi01
,Josh Allen,21.16,Sun,16,17,2023-12-31,27-224,BUF,Home,NWE,W 27-21,QB,AlleJo02
,Justin Fields,21.16,Sun,11,11,2023-11-19,24-259,CHI,Away,DET,L 26-31,QB,FielJu00
,Deshaun Watson,21.16,Sun,3,3,2023-09-24,28-010,CLE,Home,TEN,W 27-3,QB,WatsDe00
,Jared Goff,21.12,Sun,9,10,2023-11-12,29-029,DET,Away,LAC,W 41-38,QB,GoffJa00
,Trey McBride,21.1,Sun,10,10,2023-11-12,23-355,ARI,Home,ATL,W 25-23,TE,McBrTr01
,Curtis Samuel,21.1,Sun,14,15,2023-12-17,27-128,WAS,Away,LAR,L 20-28,WR,SamuCu00
,Jonathan Taylor,21.1,Sun,11,12,2023-11-26,24-311,IND,Home,TAM,W 27-20,RB,TaylJo02
,Jake Browning,21.08,Sun,16,17,2023-12-31,27-264,CIN,Away,KAN,L 17-25,QB,BrowJa08
,Ryan Tannehill,21.04,Sun,2,2,2023-09-17,35-052,TEN,Home,LAC,W 27-24 (OT),QB,TannRy00
,Kirk Cousins,21.02,Mon,7,7,2023-10-23,35-065,MIN,Home,SFO,W 22-17,QB,CousKi00
,Brandon Aubrey,21.0,Sun,13,14,2023-12-10,28-271,DAL,Home,PHI,W 33-13,K,AubrBr00
,Harrison Butker,21.0,Sun,16,17,2023-12-31,28-170,KAN,Home,CIN,W 25-17,K,ButkHa00
,Gus Edwards,21.0,Thu,11,11,2023-11-16,28-217,BAL,Home,CIN,W 34-20,RB,EdwaGu00
,Austin Ekeler,21.0,Mon,8,9,2023-11-06,28-173,LAC,Away,NYJ,W 27-6,RB,EkelAu00
,Austin Ekeler,21.0,Sun,13,14,2023-12-10,28-207,LAC,Home,DEN,L 7-24,RB,EkelAu00
,Ezekiel Elliott,21.0,Sun,15,16,2023-12-24,28-155,NWE,Away,DEN,W 26-23,RB,ElliEz00
,Pat Freiermuth,21.0,Sun,11,12,2023-11-26,25-032,PIT,Away,CIN,W 16-10,TE,FreiPa00
,Dustin Hopkins,21.0,Sun,6,7,2023-10-22,33-021,CLE,Away,IND,W 39-38,K,HopkDu00
,Joe Mixon,21.0,Thu,10,11,2023-11-16,27-115,CIN,Away,BAL,L 20-34,RB,MixoJo00
,Devin Singletary,21.0,Sun,14,15,2023-12-17,26-105,HOU,Away,TEN,W 19-16 (OT),RB,SingDe00
,Jonnu Smith,21.0,Sun,9,9,2023-11-05,28-075,ATL,Home,MIN,L 28-31,TE,SmitJo01
