RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
51,6,18,80,53.6,16.4,2.0,25,LandJa00
52,6,31,95,54.3,13.3,8.0,26,SandEm00
53,6,30,119,54.7,14.0,5.0,20,PoweBi00
54,6,23,105,55.6,13.2,0.0,21,IngrMa01
55,6,25,113,56.2,15.9,-3.0,27,BryaMa00
56,6,22,151,56.6,18.4,-12.0,22,MixoJo00
57,6,30,94,57.1,13.3,7.0,28,CrowJa00
58,6,29,89,58.5,14.1,1.0,29,WatkSa00
59,6,37,94,59.2,12.2,-2.0,5,GrahJi00
60,6,28,149,60.0,16.3,7.0,23,WoodDa02
61,6,28,98,60.4,14.3,-10.0,30,BenjKe00
62,6,26,155,61.8,16.6,3.0,24,AbduAm00
63,6,28,112,62.8,15.9,5.0,31,GarcPi00
64,6,32,114,63.8,15.2,-3.0,25,AndeC.00
65,6,39,104,60.7,10.2,-2.0,4,WilsRu00
66,6,38,122,68.8,16.3,-4.0,32,ParkDe01
67,7,41,114,70.6,12.5,2.0,26,ColeTe01
68,7,36,98,72.1,14.0,-2.0,33,MarsBr00
69,7,37,387,70.1,38.3,-14.0,5,RyanMa00
70,7,34,126,74.8,14.8,0.0,6,RudoKy00
71,7,34,126,75.0,14.7,12.0,34,MaclJe00
72,7,50,116,77.2,14.9,4.0,7,EifeTy00
73,7,31,128,79.9,17.6,2.0,8,ErtzZa00
74,7,46,134,81.6,17.9,3.0,27,GoreFr00
75,7,52,140,80.3,16.4,4.0,28,RiddTh00
76,7,50,149,77.9,16.4,5.0,6,CousKi00
77,7,43,158,84.7,21.4,-5.0,29,MartDo00
78,7,59,126,85.2,13.7,10.0,35,JackDe00
79,7,52,139,85.9,17.9,14.0,30,JohnDu00
80,7,54,110,77.7,13.8,5.0,7,MariMa01
81,7,42,152,88.9,20.0,-8.0,31,GillMi00
82,7,45,132,89.1,14.7,-8.0,9,WalkHu00
83,7,34,180,89.4,21.9,11.0,36,WillTy00
84,7,55,126,84.0,16.0,-6.0,8,WinsJa00
85,7,52,220,91.9,24.6,10.0,32,WestTe00
86,7,47,189,92.5,22.1,5.0,37,DeckEr00
87,7,47,156,92.8,19.4,31.0,38,MoncDo00
88,7,50,187,94.0,24.9,-17.0,33,PeteAd01
89,7,52,149,94.5,18.3,3.0,39,CobbRa00
90,7,47,215,94.9,25.9,-6.0,40,SneaWi00
91,8,54,165,85.7,19.1,-4.0,9,NewtCa00
92,8,56,227,96.3,24.7,-10.0,34,PerkPa00
93,8,68,145,98.6,16.3,4.0,41,ThieAd00
94,8,47,168,99.7,22.6,-14.0,35,KellRo00
95,8,45,142,97.1,16.9,-6.0,10,BennMa00
96,8,58,237,101.9,24.3,34.0,42,BritKe00
97,8,41,169,102.3,22.3,16.0,11,MattJo00
98,8,66,166,103.8,19.0,33.0,43,WallMi00
99,8,53,177,99.6,29.6,-3.0,10,LuckAn00
100,8,60,215,103.5,24.9,4.0,36,WhitJa02
101,8,73,179,103.6,18.6,4.0,44,ColeCo00
102,8,76,147,107.2,17.9,13.0,12,EbroEr00
103,8,54,154,94.9,20.7,-1.0,11,RoetBe00
104,8,58,151,98.3,17.3,-18.0,12,CarrDe02
105,8,63,151,102.2,18.5,1.0,13,PresDa01
106,8,70,156,110.8,17.7,-3.0,13,HenrHu00
107,8,58,150,104.1,17.4,5.0,14,RivePh00
108,8,57,242,112.8,35.9,-7.0,45,HogaCh00
109,8,61,191,113.1,23.5,8.0,46,BrowJo02
110,8,77,194,110.2,21.2,-20.0,37,HenrDe00
111,8,44,246,113.4,38.5,5.0,38,SproDa00
112,8,66,196,116.5,27.7,12.0,47,GinnTe00
113,8,58,164,107.7,18.1,-6.0,15,StafMa00
114,8,77,237,117.6,20.4,5.0,14,DoylJa00
115,8,69,194,117.9,21.7,-5.0,39,StewJo00
116,8,67,192,118.8,21.4,-7.0,48,JoneMa02
117,8,63,234,122.5,30.7,-19.0,40,LacyEd00
118,8,65,205,120.6,24.9,-7.0,49,MattRi00
119,8,75,215,121.1,22.7,-5.0,41,FortMa00
120,9,71,262,122.7,27.6,18.0,50,DaviCo03
121,9,58,186,120.5,27.1,1.0,42,ProsC.00
122,9,82,166,117.8,15.6,5.0,16,DaltAn00
123,9,71,240,126.5,28.1,-24.0,43,BlouLe00
124,9,90,198,127.5,20.3,2.0,15,WittJa00
125,9,78,283,128.9,36.8,-25.0,44,McFaDa00
126,9,92,247,132.8,24.9,23.0,16,FleeCo00
127,9,77,277,129.1,32.6,1.0,51,WhitKe00
128,9,79,193,125.5,16.8,-3.0,17,MannEl00
129,9,78,224,131.6,29.4,-21.0,45,RawlTh00
130,9,73,265,132.9,32.4,9.0,52,JoneZa00
131,9,86,217,140.2,28.2,17.0,53,ShepSt00
132,9,110,193,138.3,15.9,4.0,18,PalmCa00
133,9,87,199,139.4,21.2,0.0,17,HoopAu00
134,9,62,236,143.4,35.2,17.0,54,BeasCo00
135,9,83,249,141.3,34.4,11.0,46,BernGi00
136,9,100,189,141.3,17.4,11.0,19,WentCa00
137,9,98,245,143.8,31.6,33.0,55,AndeRo04
138,9,80,252,138.4,35.3,-4.0,47,BurkRe00
139,9,65,234,144.6,36.6,-16.0,48,RodgJa00
140,9,79,197,142.3,25.6,16.0,20,TaylTy00
141,9,87,248,150.5,29.2,66.0,18,FiedC.00
142,9,76,262,143.3,37.8,27.0,49,VereSh00
143,9,91,262,148.5,27.0,19.0,19,BratCa00
144,9,73,251,147.1,38.5,-15.0,50,CharJa00
145,9,82,242,149.4,34.7,-3.0,51,KamaAl00
146,10,106,234,156.5,27.3,7.0,56,LockTy00
147,10,64,246,151.3,33.4,-10.0,52,HillJe01
148,10,81,266,146.7,33.4,31.0,53,ThomCh03
150,10,108,262,155.0,26.9,9.0,20,ThomJu00
151,10,104,243,161.9,34.6,10.0,57,DoctJo00
152,10,85,311,159.4,40.5,-12.0,54,PeriSa00
153,10,113,248,162.4,23.9,15.0,21,GateAn00
154,10,73,235,160.0,35.2,-13.0,55,WillJa06
155,10,80,280,155.0,38.9,-23.0,58,KuppCo00
159,10,117,261,170.8,29.2,-4.0,22,EngrEv00
160,10,96,243,168.4,28.4,14.0,59,StilKe00
161,10,105,263,168.8,38.0,-9.0,56,MurrLa00
162,10,104,236,163.6,25.8,16.0,60,LeexMa00
163,10,102,273,169.9,41.7,17.0,61,GollKe00
164,10,122,279,172.4,23.0,11.0,21,FlacJo00
167,10,94,275,162.2,35.8,9.0,62,WrigKe01
168,10,126,271,174.3,32.1,25.0,63,PerrBr02
169,10,107,256,176.0,34.9,70.0,23,ClayCh00
171,10,124,237,170.2,24.6,33.0,22,BradSa00
172,10,104,274,179.4,35.1,0.0,64,SanuMo00
173,10,106,254,177.6,27.9,-29.0,24,HowaO.00
174,10,114,266,173.4,36.0,24.0,57,WashDe00
175,10,115,263,176.4,30.2,10.0,25,CookJa02
176,10,119,265,182.8,35.0,-12.0,65,GabrTa00
177,10,138,249,182.4,22.2,68.0,23,SmitAl03
180,10,123,266,189.3,30.5,28.0,26,NjokDa00
181,10,113,264,175.4,32.3,5.0,58,SimsCh00
183,10,105,268,184.4,37.6,28.0,66,FuncDe00
184,10,113,276,192.0,41.0,5.0,67,SmitTo02
185,10,126,261,171.7,25.1,9.0,24,CutlJa00
187,10,87,277,187.0,43.0,31.0,68,WoodRo02
188,10,124,263,189.8,32.8,11.0,69,NelsJJ00
189,11,100,341,178.6,43.2,-1.0,59,MackMa00
190,11,87,268,188.7,41.1,-9.0,70,RossJo00
191,11,124,295,183.9,33.8,66.0,25,BortBl00
194,11,121,277,185.6,34.7,2.0,60,LewiDi00
195,11,107,274,180.6,41.1,-32.0,61,SmalWe00
197,11,102,278,182.7,40.1,-7.0,62,ForeDO00
201,11,126,266,198.3,35.9,14.0,63,RichJa01
203,11,137,258,197.8,27.8,60.0,26,HoyeBr00
206,11,135,271,204.4,37.2,35.0,71,RichPa01
207,11,135,255,197.6,33.1,65.0,27,MillZa02
209,11,141,268,194.8,34.7,47.0,72,AghoNe00
210,11,132,278,199.1,32.5,32.0,73,ConlCh00
211,11,140,264,202.6,33.7,29.0,28,SefeAu00
214,11,130,272,198.6,35.8,7.0,64,YeldT.00
215,11,123,274,209.8,38.7,40.0,29,McDoVa00
216,11,164,260,217.8,22.1,64.0,27,GoffJa00
217,11,126,282,206.9,37.6,13.0,74,AustTa00
218,11,120,303,201.7,39.0,-8.0,75,HurnAl01
219,11,145,280,207.5,36.2,35.0,65,TurbRo00
220,11,160,249,210.7,22.9,55.0,28,SiemTr00
221,11,142,260,202.6,30.2,-15.0,76,MitcMa01
223,11,145,269,214.6,34.8,26.0,30,AlleDw00
226,11,81,339,185.5,43.7,-49.0,77,AmenDa00
227,11,148,282,217.2,35.1,59.0,78,BoydTy00
232,12,141,273,224.8,33.7,6.0,79,SamuCu00
234,12,152,263,213.5,26.0,39.0,29,KizeDe00
235,12,130,344,206.1,49.2,-7.0,80,WillMi07
236,12,141,273,212.7,33.9,42.0,66,McKiJe00
237,12,139,318,223.6,35.5,-8.0,67,BookDe00
238,12,130,284,210.0,36.4,-36.0,68,WestCh01
240,12,116,282,213.8,35.3,-6.0,81,FullWi01
241,12,150,274,228.1,28.4,21.0,31,HigbTy00
242,12,152,279,216.7,33.6,-16.0,82,StewAr00
243,12,111,276,211.2,39.8,45.0,83,GoodMa00
245,12,172,264,211.4,26.5,-13.0,32,JameJe00
246,12,153,282,220.9,33.2,-37.0,84,LaFeBr00
247,12,125,280,197.5,40.8,-12.0,69,BreiMa00
248,12,147,277,228.8,30.8,71.0,85,RogeEl00
249,12,177,281,231.8,22.5,97.0,30,GlenMi00
250,12,139,280,221.3,33.4,77.0,86,WillTe01
252,12,149,269,212.3,33.5,18.0,33,WatsBe00
253,12,150,278,230.3,32.3,23.0,87,BenjTr00
254,12,157,334,234.7,37.8,-54.0,70,ConnJa00
255,12,154,275,221.1,31.6,-39.0,31,WatsDe00
257,12,146,270,233.1,32.2,48.0,34,GresJe00
258,12,146,280,230.3,29.8,10.0,88,TreaLa00
259,12,110,279,203.6,40.2,-46.0,71,WillJo07
260,12,120,285,211.9,43.3,-27.0,72,CoheTa00
261,12,130,354,212.6,49.6,-42.0,73,CarsCh00
262,12,128,285,216.1,40.7,-16.0,74,JuszKy00
264,12,142,265,216.8,30.9,-28.0,89,BrowJa03
265,12,147,332,223.5,40.8,31.0,90,KearJe01
266,12,182,273,241.5,18.0,36.0,32,McCoJo01
268,12,150,289,240.1,33.7,-31.0,75,OlivBr01
269,12,159,284,240.1,33.3,-18.0,76,IvorCh00
270,12,182,274,238.5,26.6,54.0,35,DaviVe00
271,12,109,278,192.5,48.2,-54.0,77,WillJo12
272,12,182,285,243.7,29.6,-24.0,78,ZennZa00
274,12,147,280,227.1,36.5,43.0,91,MillBr03
276,12,168,274,228.1,26.0,6.0,36,KittGe00
277,13,156,285,242.9,24.9,67.0,33,SavaTo00
278,13,163,284,229.4,35.3,-13.0,79,MorrAl00
279,13,151,377,228.9,48.5,-54.0,80,HendDe01
280,13,161,298,242.2,37.3,-11.0,92,SmitJu00
281,13,185,304,236.7,25.8,,37,DerbA.00
282,13,128,279,222.4,36.2,-5.0,81,HighTi00
283,13,178,281,247.2,25.5,43.0,93,AikeKa00
285,13,91,276,213.6,44.8,25.0,94,KerlJe00
286,13,181,318,235.2,33.0,70.0,95,RobeSe00
287,13,173,294,243.2,30.8,67.0,96,FloyMi00
288,13,166,284,243.4,37.3,-21.0,82,AlleJa01
289,13,143,290,224.8,35.3,-28.0,97,WestDe00
290,13,197,288,251.9,27.5,16.0,83,GallWa00
292,13,160,287,249.1,37.1,28.0,98,TaylTa00
293,13,161,267,223.1,28.8,4.0,38,EverGe00
294,13,200,293,250.3,25.0,-50.0,84,DrakKe00
295,13,153,285,243.8,39.8,-1.0,85,DarkOr00
296,13,144,282,237.3,32.7,-15.0,99,ColeBr00
297,13,217,346,261.2,32.1,,86,ElliAn00
298,13,186,273,231.3,32.0,100.0,100,StroJa01
299,13,160,269,234.1,27.6,101.0,39,WillMa04
300,13,154,262,228.6,31.0,-42.0,101,GodwCh00
301,13,175,363,247.7,50.4,-17.0,87,JoneAa00
302,13,223,301,254.7,24.0,1.0,102,DorsPh00
303,13,194,283,248.7,21.8,106.0,103,WilsAl02
304,13,200,396,269.1,37.6,,88,DunbLa00
306,13,174,283,240.0,32.1,8.0,89,McNiJe00
308,13,165,283,235.7,40.2,75.0,90,TolbMi00
309,13,199,354,247.9,35.9,-56.0,91,WillKe05
310,13,170,261,231.3,26.8,-51.0,34,TrubMi00
312,13,230,343,257.6,30.9,43.0,92,WillDa05
313,13,207,282,239.4,24.8,36.0,104,InmaDo00
314,13,211,278,249.8,19.3,7.0,40,SwooEr00
315,13,207,320,250.3,31.0,91.0,41,GrifRy00
316,13,200,305,262.9,30.1,,93,LangJe00
317,13,183,289,240.6,31.9,63.0,42,SimsDi00
318,13,207,334,264.0,30.8,-20.0,94,JoneMa04
319,13,211,316,257.2,27.5,4.0,105,WheaMa00
321,14,212,294,243.4,26.2,-8.0,106,SharTa00
322,14,184,270,233.9,27.4,,43,LewiMa00
324,14,190,280,239.6,33.9,-9.0,107,ThomDe04
325,14,205,303,265.7,23.4,66.0,108,HolmAn00
326,14,189,298,246.5,41.8,,109,WillCh05
328,14,235,398,274.3,43.6,-6.0,95,WashDw00
330,14,152,312,236.1,49.3,28.0,110,HumpAd00
331,14,271,333,282.7,16.3,59.0,96,CunnBe01
332,14,199,271,237.6,22.7,-23.0,97,MathRy00
333,14,158,206,189.2,19.6,,44,BarnGa01
334,14,212,321,256.8,32.2,-42.0,111,RogeCh02
335,14,190,331,257.3,37.7,-24.0,98,PattCo00
336,14,213,357,269.0,40.9,61.0,112,PeakCh00
337,14,156,271,203.0,41.8,-73.0,113,HendCa01
338,14,243,308,262.9,19.6,43.0,45,ShahAd00
339,14,206,308,258.4,28.7,63.0,46,LeggJo00
340,14,165,282,219.6,44.4,-88.0,35,GaroJi00
342,14,199,266,245.7,24.6,,114,RobiAl00
343,14,220,310,264.1,28.2,-72.0,99,SpilC.00
345,14,236,356,277.9,39.0,-58.0,100,PumpDo00
346,14,163,340,233.4,66.8,5.0,115,CruzVi00
348,14,170,299,236.6,48.4,36.0,101,McGuEl00
349,14,212,323,260.2,37.7,,116,QuicBr00
350,14,232,274,260.5,14.1,-20.0,47,GreeLa00
351,14,198,270,243.4,30.0,,48,GreeVi00
352,14,238,341,264.5,34.9,7.0,36,KessCo00
353,14,183,300,246.0,37.3,33.0,49,BoylNi00
354,14,243,279,265.3,13.4,8.0,117,CoatSa00
355,14,166,347,246.8,58.9,-65.0,118,GordJo02
356,14,201,311,247.6,41.1,,50,KendLa00
358,14,194,325,254.0,44.5,-75.0,119,WillKa02
360,14,175,313,236.5,54.0,-3.0,37,OsweBr00
361,14,268,326,282.8,19.8,28.0,102,BlueAl00
362,14,213,357,267.6,48.0,17.0,51,DevaSe00
363,14,172,345,247.8,62.3,,52,BurtTr01
364,14,215,314,249.5,39.3,,53,WillLu00
365,14,206,327,273.2,46.3,,54,TyexWi00
366,14,202,248,227.3,19.1,12.0,120,HollMa00
367,14,258,337,282.4,31.0,,121,CarrLe00
368,14,249,283,263.0,12.4,,103,HoodEl00
370,14,196,360,264.8,59.5,-10.0,38,LyncPa00
371,14,216,330,265.5,41.0,,55,HillJo02
372,14,206,317,266.3,39.6,,56,RiveMy00
373,14,185,282,238.3,40.2,,57,CeleGa00
374,14,204,312,245.0,47.8,,58,RodgRi00
376,14,219,277,251.3,24.1,-81.0,122,AlliGe01
377,14,238,264,252.7,10.9,,59,WalfCl00
378,14,198,372,283.5,61.6,,104,FarrKe02
379,14,138,369,259.0,94.6,,123,ReynJo00
380,14,236,269,257.3,15.1,,60,GrimXa00
381,14,230,362,284.3,48.6,22.0,105,ErviTy00
382,14,214,329,263.0,48.5,,124,HiggRa00
383,14,210,315,263.3,42.9,-90.0,125,SwitRy00
384,15,187,253,220.0,33.0,,126,WilsMa02
385,15,267,355,293.8,35.6,-84.0,106,JohnCh04
386,15,182,278,230.0,48.0,,127,LouiRi00
387,15,214,256,235.0,21.0,18.0,61,SmitJo01
389,15,275,284,279.3,3.7,-98.0,128,ElliBr00
390,15,231,346,281.3,48.0,-24.0,107,DrauSh00
391,15,252,310,282.0,23.7,4.0,108,BrowMa03
392,15,240,262,251.0,11.0,1.0,62,ButtJa00
393,15,274,320,292.3,19.9,,109,WhitFo00
394,15,259,266,262.5,3.5,,63,FellDa01
395,15,237,301,269.0,32.0,,129,WillWe00
396,15,259,388,310.0,56.0,,110,GranCo00
397,15,260,283,271.5,11.5,,111,CadeTr00
398,15,263,284,273.5,10.5,-50.0,112,BarnKe00
399,15,261,291,276.0,15.0,,130,BrowPh00
400,15,271,290,280.5,9.5,,113,CareKa00
401,15,221,342,281.5,60.5,,131,ButlBr00
402,15,251,374,314.7,50.3,,132,CoopPh00
403,15,227,358,292.5,65.5,,133,ShepRu00
404,15,284,306,295.0,11.0,-36.0,134,ThomDe05
405,15,242,351,296.5,54.5,-9.0,39,MoorMa01
406,15,259,338,298.5,39.5,,135,MarsJa01
407,15,239,393,316.0,77.0,,64,PaulNi00
408,15,271,332,301.5,30.5,,65,UzomC.00
409,15,242,405,323.5,81.5,,114,KuhnJo00
410,15,273,340,306.5,33.5,,115,BanyJo00
411,15,279,339,309.0,30.0,,116,WatsTe00
412,15,268,356,312.0,44.0,,66,CeleBr00
413,15,265,386,325.5,60.5,,136,HuntJu00
414,15,272,394,333.0,61.0,,117,BarbPe01
415,15,273,407,340.0,67.0,-87.0,118,LascDa00
416,15,278,358,318.0,40.0,-52.0,119,ArtiCa00
417,15,275,376,325.5,50.5,-30.0,120,ClemCo00
418,16,302,355,328.5,26.5,-30.0,121,SmitRo06
419,16,327,368,347.5,20.5,,137,AbbrJa00
