RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,Alfonso Smith,# 38,HB,3,SF,12,7,19,2.7,0,0,51.5,53.3,72.7,60.0,7,1.00,0,12,1,3,4,0,0,19,0,0,0.0,1,0 (0),43.3,80.7,4,3,11,16,0.69,1
122,Danny Woodhead,# 39,HB,3,SD,19,15,38,2.5,0,0,57.9,53.3,76.5,60.0,27,1.80,2,13,1,6,4,0,0,38,0,0,0.0,2,0 (0),62.7,75.0,6,5,34,38,0.89,1
122,Chris Johnson,# 21,HB,16,NYJ,195,155,663,4.3,1,1,55.1,53.3,76.1,74.5,404,2.61,18,47,16,111,39,0,0,663,7,186,28.1,21,0 (0),53.7,80.6,31,24,151,163,0.93,3
125,Bryce Brown,# 35,HB,7,BUF,39,36,126,3.5,0,1,65.5,53.0,47.7,-,77,2.14,3,14,4,28,7,0,0,126,0,0,0.0,6,0 (0),90.6,66.8,22,16,176,60,2.93,1
126,Mike Tolbert,# 35,FB,10,CAR,97,41,95,2.3,0,0,52.7,52.8,85.3,57.6,65,1.59,5,15,1,14,25,0,0,95,1,15,15.8,6,2 (2),54.0,55.9,20,14,108,104,1.04,3
127,Peyton Hillis,# 33,HB,6,NYG,26,26,116,4.5,0,0,54.1,52.6,79.8,-,60,2.31,4,16,3,11,14,0,0,116,1,16,13.8,4,0 (0),55.6,60.5,14,10,87,52,1.67,2
128,Ka'Deem Carey,# 25,HB,13,CHI,46,36,158,4.4,0,0,52.7,52.5,81.2,55.0,88,2.44,5,15,5,21,12,0,0,158,1,15,9.5,11,0 (0),58.9,51.3,6,5,57,42,1.36,0
129,Isaiah Crowell,# 34,HB,15,CLV,161,148,607,4.1,8,3,52.4,52.3,45.5,59.9,277,1.87,9,35,20,132,13,0,0,607,10,215,35.4,34,0 (0),54.8,62.6,14,9,87,156,0.56,0
130,Cedric Peerman,# 30,HB,7,CIN,17,14,43,3.1,0,0,56.4,52.2,75.8,60.0,26,1.86,0,21,1,7,7,0,0,43,1,21,48.8,2,0 (0),64.8,81.9,3,3,27,18,1.50,0
130,Matt Asiata,# 44,HB,15,MIN,195,164,570,3.5,9,1,53.4,52.2,83.3,63.6,336,2.05,12,19,7,100,53,0,0,570,2,35,6.1,33,1 (0),48.1,78.7,58,44,312,226,1.38,7
130,Andre Ellington,# 38,HB,12,ARZ,218,201,663,3.3,3,2,55.1,52.2,70.0,59.7,358,1.78,12,22,15,88,101,0,0,663,10,183,27.6,28,0 (0),59.3,81.2,62,46,395,239,1.65,8
133,Rex Burkhead,# 33,HB,7,CIN,12,10,50,5.0,1,0,67.4,51.8,75.8,60.0,19,1.90,0,23,2,2,6,0,0,50,1,23,46.0,2,0 (0),86.2,49.4,12,10,83,23,3.61,0
134,Silas Redd,# 32,HB,8,WAS,17,16,75,4.7,1,1,63.5,51.4,30.8,60.0,26,1.63,1,14,3,13,2,0,0,75,0,0,0.0,7,0 (0),89.4,84.6,9,8,107,24,4.46,0
135,C.J. Spiller,# 28,HB,9,BUF,87,78,300,3.8,0,3,55.5,51.1,28.3,60.6,132,1.69,11,53,6,58,16,0,0,300,3,122,40.7,13,2 (1),82.0,36.1,21,19,131,79,1.66,0
136,Marcel Reece,# 45,FB,15,OAK,129,21,85,4.0,0,1,54.3,50.9,45.0,57.8,50,2.38,1,11,2,13,6,0,0,85,0,0,0.0,5,4 (1),57.3,76.2,54,37,265,213,1.24,5
137,Jeremy Stewart,# 27,HB,4,DEN,8,6,22,3.7,0,0,48.7,50.4,71.4,60.0,6,1.00,0,16,1,4,2,0,0,22,1,16,72.7,1,0 (0),57.4,73.4,0,0,0,1,0.00,0
137,Darrin Reaves,# 36,HB,5,CAR,54,31,78,2.5,0,0,50.5,50.4,80.7,56.8,47,1.52,4,9,0,10,19,0,0,78,0,0,0.0,3,0 (0),55.9,52.0,8,5,31,54,0.57,0
139,Jonathan Dwyer,# 20,HB,2,ARZ,21,16,51,3.2,1,0,51.7,50.0,76.9,60.0,29,1.81,2,20,1,1,14,0,0,51,1,20,39.2,3,0 (0),57.3,73.5,3,2,8,17,0.47,0
140,Shonn Greene,# 23,HB,13,TEN,106,94,392,4.2,2,1,46.0,49.7,63.0,60.1,229,2.44,9,52,9,62,28,0,0,392,4,107,27.3,18,0 (0),51.0,27.7,1,1,13,41,0.32,0
141,James White,# 28,HB,3,NE,11,9,38,4.2,0,0,53.3,48.5,74.3,60.0,11,1.22,0,11,1,2,5,0,0,38,0,0,0.0,1,0 (0),63.0,75.0,5,5,23,17,1.35,0
141,Knile Davis,# 34,HB,16,KC,147,134,463,3.5,6,4,45.2,48.5,31.8,60.7,277,2.07,19,48,12,63,70,0,0,463,8,176,38.0,23,1 (0),45.4,46.0,22,16,147,125,1.18,3
143,Fitzgerald Toussaint,# 43,HB,4,BLT,8,8,17,2.1,0,0,53.8,48.3,74.8,-,1,0.13,0,12,1,7,1,0,0,17,0,0,0.0,1,0 (0),60.8,83.0,7,4,20,16,1.25,0
143,Shaun Draughn,# 20,HB,2,CLV,10,10,19,1.9,0,0,46.6,48.3,77.8,-,12,1.20,0,6,0,6,3,0,0,19,0,0,0.0,0,0 (0),56.3,55.8,0,0,0,6,0.00,0
145,Charles Sims,# 34,HB,8,TB,70,66,185,2.8,1,2,52.5,47.9,32.8,60.0,90,1.36,6,20,6,31,29,0,0,185,2,38,20.5,10,0 (0),64.2,60.2,24,19,190,115,1.65,2
146,Toby Gerhart,# 21,HB,14,JAX,109,101,326,3.2,2,1,48.3,43.9,67.7,58.7,220,2.18,10,23,7,62,36,0,0,326,1,23,7.1,24,0 (0),66.9,58.7,24,20,186,126,1.48,2
147,Ben Tate,# 34,HB,12,PIT,132,124,390,3.1,4,1,42.1,43.2,71.1,60.0,225,1.81,18,25,8,94,25,0,0,390,3,58,14.9,19,1 (0),50.9,59.2,14,11,69,121,0.57,1
148,Maurice Jones-Drew,# 21,HB,12,OAK,48,43,103,2.4,0,1,47.8,42.0,45.1,60.0,69,1.60,5,13,3,21,21,0,0,103,0,0,0.0,2,0 (0),53.6,68.3,13,11,71,111,0.64,1
149,Tauren Poole,# 27,HB,1,CAR,1,1,0,0.0,0,1,28.6,40.8,16.2,-,0,0.00,0,0,0,1,0,0,0,0,0,0,,0,0 (0),-,73.0,0,0,0,0,,0
150,Travaris Cadet,# 39,HB,15,NO,12,10,32,3.2,0,2,59.8,39.8,27.9,60.0,19,1.90,0,8,0,0,8,0,0,32,0,0,0.0,1,0 (0),68.4,24.1,43,38,296,176,1.68,1
151,Erik Lorig,# 41,FB,10,NO,94,3,4,1.3,0,1,51.2,38.0,21.4,57.2,4,1.33,0,4,0,0,0,0,0,4,0,0,0.0,0,0 (0),66.8,39.9,10,9,27,37,0.73,0
152,Bruce Miller,# 49,FB,16,SF,266,6,9,1.5,0,1,83.1,32.8,26.9,86.2,2,0.33,0,4,0,0,1,0,0,9,0,0,0.0,2,1 (0),77.2,66.8,24,18,189,144,1.31,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
