RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
121,Dare Ogunbowale,# 33,HB,10,HST,15,10,42,4.2,0,0,46.6,56.3,74.8,31.7,29,2.90,2,17,1,5,4,0,0,42,1,17,40.5,2,0 (0),49.8,29.0,8,3,31,85,0.36,0
122,Kyle Juszczyk,# 44,FB,20,SF,315,7,11,1.6,0,0,56.0,56.0,76.8,56.6,6,0.86,0,3,0,0,1,0,0,11,0,0,0.0,3,1 (0),54.9,74.8,20,18,183,256,0.71,0
123,Kene Nwangwu,# 26,HB,3,MIN,5,5,13,2.6,0,0,56.1,55.5,79.6,-,8,1.60,0,8,0,3,2,0,0,13,0,0,0.0,0,0 (0),55.6,78.9,0,0,0,5,0.00,0
124,Khari Blasingame,# 35,FB,16,CHI,108,8,26,3.3,0,0,55.8,55.4,73.2,68.2,24,3.00,2,6,0,2,6,0,0,26,0,0,0.0,0,0 (0),41.3,57.0,6,3,2,44,0.05,1
125,Sean Tucker,# 44,HB,4,TB,17,15,23,1.5,0,0,55.8,55.3,76.2,60.0,20,1.33,4,7,0,8,7,0,0,23,0,0,0.0,1,0 (0),59.6,73.0,2,2,9,13,0.69,0
125,D'Ernest Johnson,# 25,HB,17,JAX,52,41,108,2.6,0,0,57.5,55.3,83.6,52.5,86,2.10,5,19,1,26,14,0,0,108,1,19,17.6,5,0 (0),65.7,43.7,11,10,140,108,1.30,0
127,Kenyan Drake,# 32,HB,3,GB,4,2,0,0.0,0,1,37.3,53.6,15.3,60.0,5,2.50,0,0,0,1,1,0,0,0,0,0,,0,0 (0),28.8,15.8,3,2,31,10,3.10,0
128,Alec Ingold,# 30,FB,18,MIA,241,2,0,0.0,0,0,47.1,53.5,74.0,40.2,1,0.50,0,0,0,0,0,0,0,0,0,0,,0,1 (0),52.0,77.2,15,13,119,148,0.80,1
129,Darrell Henderson,# 27,HB,4,LA,48,46,112,2.4,2,0,55.2,53.4,82.9,60.0,98,2.13,1,16,1,20,26,0,0,112,1,16,14.3,5,0 (0),58.4,69.0,14,10,103,52,1.98,1
130,Elijah Dotson,# 42,HB,3,LAC,10,4,6,1.5,0,0,54.8,53.2,70.0,60.0,4,1.00,0,2,0,4,0,0,0,6,0,0,0.0,0,0 (0),62.7,-,2,2,13,5,2.60,0
131,Kenneth Gainwell,# 14,HB,17,PHI,148,88,366,4.2,2,3,55.3,52.4,29.3,55.4,251,2.85,12,32,10,51,35,0,0,366,4,93,25.4,20,0 (0),60.4,47.2,38,32,193,232,0.83,1
132,Derrick Gore,# 38,HB,5,WAS,5,3,26,8.7,0,0,54.8,51.6,67.2,59.5,6,2.00,0,23,1,2,1,0,0,26,1,23,88.5,1,0 (0),53.7,83.7,0,0,0,12,0.00,0
133,Dalvin Cook,# 31,HB,16,BLT,84,75,237,3.2,0,2,53.8,51.2,34.2,59.3,165,2.20,14,19,5,42,29,0,0,237,1,19,8.0,11,0 (0),62.4,61.0,20,15,78,89,0.88,0
134,J.K. Dobbins,# 27,HB,1,BLT,12,8,22,2.8,1,0,53.5,49.6,73.2,59.6,22,2.75,0,4,0,4,4,0,0,22,0,0,0.0,1,0 (0),65.9,48.2,2,2,15,14,1.07,0
135,Rashaad Penny,# 23,HB,3,PHI,14,11,33,3.0,0,0,44.5,49.4,74.1,60.0,23,2.09,0,7,0,9,2,0,0,33,0,0,0.0,1,1 (0),57.4,18.0,1,1,5,12,0.42,0
136,Adam Prentice,# 46,FB,13,NO,79,2,12,6.0,0,1,38.1,48.5,15.3,43.1,5,2.50,0,7,0,0,0,0,0,12,0,0,0.0,1,1 (1),37.9,33.9,3,2,12,37,0.32,1
137,Zach Evans,# 21,HB,4,LA,12,9,19,2.1,0,0,42.7,45.4,72.7,60.0,18,2.00,0,5,0,2,7,0,0,19,0,0,0.0,0,0 (0),56.2,-,0,0,0,4,0.00,0
138,Deuce Vaughn,# 42,HB,6,DAL,31,23,40,1.7,0,0,46.4,40.9,80.8,60.0,35,1.52,0,13,1,12,11,0,0,40,0,0,0.0,1,0 (0),76.0,35.7,7,7,40,20,2.00,0
139,Mike Boone,# 22,HB,9,HST,10,5,23,4.6,0,1,41.5,40.2,23.7,41.8,3,0.60,1,11,1,3,2,0,0,23,0,0,0.0,1,0 (0),51.3,14.5,9,7,40,74,0.54,1
139,Deon Jackson,# 34,HB,2,NYG,20,14,16,1.1,0,2,29.7,40.2,18.2,59.4,22,1.57,0,7,0,11,2,0,0,16,0,0,0.0,1,0 (0),28.6,6.0,6,5,14,29,0.48,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
