RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
121,Zack Moss,# 31,HB,8,CIN,85,74,242,3.3,2,2,58.2,55.4,37.0,60.0,157,2.12,9,16,5,28,41,0,0,242,2,31,12.8,13,0 (0),66.2,50.6,27,23,187,155,1.21,2
122,Ke'Shawn Vaughn,# 49,HB,1,SF,2,2,4,2.0,0,0,52.6,54.8,65.2,-,3,1.50,0,3,0,1,1,0,0,4,0,0,0.0,0,0 (0),60.0,-,0,0,0,1,0.00,0
123,Ty Chandler,# 32,HB,13,MIN,67,56,182,3.3,0,0,52.4,54.3,85.7,58.3,100,1.79,3,25,3,32,20,0,0,182,1,25,13.7,9,1 (0),59.9,33.1,6,6,42,65,0.65,0
124,Darrynton Evans,# 25,HB,1,CHI,3,3,3,1.0,0,0,52.1,54.2,67.2,-,3,1.00,0,4,0,1,2,0,0,3,0,0,0.0,0,0 (0),59.6,-,0,0,0,1,0.00,0
125,MarShawn Lloyd,# 32,HB,1,GB,7,6,15,2.5,0,0,53.3,53.8,71.1,60.0,7,1.17,0,5,0,3,3,0,0,15,0,0,0.0,0,0 (0),59.7,-,1,1,3,3,1.00,0
126,Terrell Jennings,# 26,HB,2,NE,17,13,33,2.5,0,0,54.2,53.7,74.7,60.0,30,2.31,0,7,0,8,5,0,0,33,0,0,0.0,0,0 (0),52.3,80.9,2,0,0,15,0.00,0
127,Kenneth Gainwell,# 14,HB,21,PHI,156,88,332,3.8,1,0,56.0,53.1,89.8,47.1,220,2.50,13,20,12,58,29,0,0,332,2,39,11.7,15,1 (1),71.8,45.0,25,19,142,135,1.05,0
128,Jacob Kibodi,# 36,HB,1,CLV,6,5,24,4.8,0,0,60.9,53.0,70.3,60.0,16,3.20,1,17,1,5,0,0,0,24,1,17,70.8,1,0 (0),74.8,-,3,1,15,11,1.36,0
128,Jonathon Brooks,# 24,HB,3,CAR,9,9,22,2.4,0,0,61.5,53.0,73.7,-,25,2.78,2,9,0,8,1,0,0,22,0,0,0.0,0,0 (0),83.5,82.2,3,3,23,10,2.30,0
130,Aaron Shampklin,# 33,HB,3,PIT,8,6,17,2.8,0,0,52.5,52.1,74.2,67.5,14,2.33,1,5,0,3,3,0,0,17,0,0,0.0,1,0 (0),51.8,43.8,0,0,0,12,0.00,0
131,Chris Collier,# 33,HB,3,LV,10,5,12,2.4,0,0,51.3,52.0,78.5,60.0,8,1.60,1,4,0,2,3,0,0,12,0,0,0.0,0,0 (0),58.5,-,2,1,-4,9,-0.44,0
132,Myles Gaskin,# 37,HB,2,MIN,3,3,-1,-0.3,0,0,63.1,50.6,73.0,-,4,1.33,0,2,0,2,1,0,0,-1,0,0,0.0,0,0 (0),84.2,-,1,1,11,2,5.50,0
133,Keaton Mitchell,# 34,HB,4,BLT,26,15,30,2.0,0,0,50.8,49.8,80.1,58.7,27,1.80,3,7,0,9,5,0,0,30,0,0,0.0,2,0 (0),62.3,70.4,1,1,28,9,3.11,0
134,Dalvin Cook,# 20,HB,2,DAL,8,8,20,2.5,0,0,53.3,49.5,72.5,-,18,2.25,0,4,0,6,1,0,0,20,0,0,0.0,0,0 (0),64.4,78.8,1,1,10,10,1.00,0
135,Kyle Juszczyk,# 44,FB,17,SF,244,5,26,5.2,1,1,61.8,49.4,26.8,69.7,15,3.00,2,14,1,2,1,0,0,26,0,0,0.0,1,2 (0),57.2,72.9,29,19,200,245,0.82,0
136,Eric Gray,# 20,HB,14,NYG,29,14,31,2.2,0,1,48.5,42.0,21.0,40.4,22,1.57,0,6,0,6,7,0,0,31,0,0,0.0,1,0 (0),60.5,48.6,11,10,82,64,1.28,1
137,Zamir White,# 03,HB,8,LV,76,65,183,2.8,1,2,42.7,40.8,28.8,71.7,134,2.06,6,17,2,37,28,0,0,183,1,17,9.3,4,0 (0),60.2,47.8,8,6,30,56,0.54,0
138,Dylan Laube,# 23,HB,2,LV,1,1,0,0.0,0,1,25.8,39.9,19.2,-,4,4.00,0,0,0,0,1,0,0,0,0,0,,0,0 (0),59.1,-,0,0,0,1,0.00,0
139,Alec Ingold,# 30,FB,15,MIA,205,10,17,1.7,1,2,44.7,30.8,18.3,54.4,16,1.60,0,6,0,0,0,0,0,17,0,0,0.0,6,3 (1),54.2,61.8,11,11,96,104,0.92,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
