RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,Josh Adams,# 36,HB,2,NYJ,9,8,12,1.5,0,0,55.6,56.6,72.7,-,9,1.13,0,10,1,4,4,0,0,12,0,0,0.0,1,0 (0),57.7,-,0,0,0,3,0.00,0
122,Jon Hilliman,# 28,HB,3,NYG,37,30,91,3.0,0,2,52.1,56.6,22.1,59.4,58,1.93,0,10,1,18,11,0,0,91,0,0,0.0,6,0 (0),30.7,87.9,4,3,1,46,0.02,0
122,Travis Homer,# 25,HB,6,SEA,36,32,139,4.3,0,1,57.7,56.6,47.2,60.0,65,2.03,3,29,6,19,10,0,0,139,2,46,33.1,8,1 (0),61.8,62.8,16,14,88,86,1.02,1
125,Buddy Howell,# 38,FB,8,HST,14,5,10,2.0,0,0,54.5,56.5,69.7,60.8,6,1.20,0,4,0,4,1,0,0,10,0,0,0.0,1,0 (0),52.0,53.8,0,0,0,20,0.00,0
126,Tra Carson,# 34,HB,2,DET,19,18,48,2.7,0,0,58.6,56.3,77.5,-,33,1.83,3,12,1,8,10,0,0,48,0,0,0.0,3,0 (0),61.3,83.1,4,4,18,17,1.06,0
127,Jaylen Samuels,# 38,HB,14,PIT,78,66,175,2.7,1,1,54.4,56.1,65.2,59.0,146,2.21,7,13,2,22,37,0,0,175,0,0,0.0,9,2 (1),55.5,63.1,56,47,305,206,1.48,5
128,Kyle Juszczyk,# 44,FB,15,SF,313,3,7,2.3,0,0,74.9,55.9,76.4,73.1,6,2.00,0,6,0,1,0,0,0,7,0,0,0.0,1,5 (0),74.8,73.1,26,23,278,142,1.96,1
128,Dexter Williams,# 22,HB,2,GB,8,5,11,2.2,0,0,55.4,55.9,69.7,60.0,8,1.60,0,5,0,4,1,0,0,11,0,0,0.0,0,0 (0),59.7,73.1,0,0,0,1,0.00,0
130,Justice Hill,# 43,HB,17,BLT,80,58,225,3.9,2,0,52.0,55.7,86.5,51.5,118,2.03,8,18,6,11,45,0,0,225,1,18,8.0,10,0 (0),49.0,53.8,19,12,96,135,0.71,1
131,T.J. Yeldon,# 22,HB,6,BUF,29,17,63,3.7,0,1,58.1,55.5,28.0,59.7,57,3.35,3,12,4,2,15,0,0,63,0,0,0.0,5,0 (0),62.1,43.5,15,13,124,100,1.24,1
132,Jordan Scarlett,# 20,HB,2,CAR,8,4,9,2.3,0,0,51.2,55.3,68.6,60.0,6,1.50,0,6,0,2,2,0,0,9,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
133,Paul Perkins,# 26,HB,3,DET,15,12,29,2.4,0,0,56.1,54.6,74.9,60.0,17,1.42,1,13,1,7,5,0,0,29,0,0,0.0,3,0 (0),64.1,77.0,1,1,9,6,1.50,0
134,C.J. Anderson,# 26,HB,2,DET,18,16,43,2.7,0,0,48.3,53.6,75.8,60.0,33,2.06,1,9,0,10,6,0,0,43,0,0,0.0,1,1 (1),53.3,20.9,0,0,0,11,0.00,0
135,T.J. Logan,# 22,HB,9,TB,11,3,10,3.3,0,0,55.4,53.5,83.5,60.0,6,2.00,0,6,0,0,1,0,0,10,0,0,0.0,0,0 (0),60.0,-,3,2,13,11,1.18,0
136,Dontrell Hilliard,# 25,HB,14,CLV,21,13,49,3.8,2,0,54.3,53.4,86.8,70.5,24,1.85,1,11,2,3,8,0,0,49,0,0,0.0,3,0 (0),60.9,17.0,14,12,92,82,1.12,1
137,Trey Edmunds,# 33,HB,9,PIT,37,22,92,4.2,0,0,51.0,51.9,78.9,57.2,47,2.14,0,45,1,9,13,0,0,92,1,45,48.9,2,0 (0),66.5,25.1,6,6,48,39,1.23,0
138,Zach Zenner,# 22,HB,3,MIA,5,3,-2,-0.7,0,0,46.5,51.7,69.0,60.0,9,3.00,1,1,0,0,1,0,0,-2,0,0,0.0,0,0 (0),44.4,46.8,3,2,19,15,1.27,1
139,C.J. Prosise,# 22,HB,8,SEA,29,23,72,3.1,1,1,56.0,51.6,29.3,60.0,47,2.04,2,17,1,18,4,0,0,72,1,17,23.6,4,0 (0),64.2,42.6,11,10,76,76,1.00,0
140,Alex Armah,# 40,FB,16,CAR,84,6,11,1.8,1,0,50.9,50.8,72.3,49.5,7,1.17,0,4,0,0,2,0,0,11,0,0,0.0,1,0 (0),55.3,77.6,2,2,6,22,0.27,0
141,Ameer Abdullah,# 31,HB,18,MIN,32,24,124,5.2,0,0,58.5,50.6,49.7,60.0,51,2.13,4,15,5,16,3,0,0,124,1,15,12.1,4,0 (0),64.2,87.2,20,16,95,93,1.02,0
142,D'Ernest Johnson,# 30,HB,8,CLV,9,4,21,5.3,0,0,56.6,48.7,77.6,60.0,7,1.75,0,13,1,1,1,0,0,21,0,0,0.0,0,0 (0),78.4,19.9,7,6,71,24,2.96,0
143,Patrick Laird,# 42,HB,9,MIA,71,62,168,2.7,1,0,52.7,48.5,85.5,60.0,112,1.81,8,18,5,30,30,0,0,168,3,50,29.8,9,0 (0),66.4,26.3,28,23,204,158,1.29,3
144,Mike Davis,# 27,HB,7,CAR,18,13,27,2.1,0,0,53.6,46.6,76.2,59.7,24,1.85,0,8,0,11,2,0,0,27,0,0,0.0,0,0 (0),63.8,61.4,8,7,22,41,0.54,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
