RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
72,Greg Jones II,# 33,FB,12,JAX,122,5,8,1.6,0,0,67.7,67.4,74.1,76.1,8,1.60,1,4,0,0,0,0,0,8,0,0,0.0,3,1 (0),44.4,79.8,13,11,64,56,1.14,2
73,Maurice Jones-Drew,# 32,HB,6,JAX,100,86,414,4.8,1,1,65.8,66.9,64.0,59.2,196,2.28,12,59,10,0,0,0,0,414,5,142,34.3,21,0 (0),49.9,85.5,18,14,86,101,0.85,2
74,Chris Johnson,# 28,HB,16,TEN,297,276,"1,243",4.5,6,5,62.3,66.8,48.5,69.2,557,2.02,26,94,29,0,0,0,0,"1,243",14,491,39.5,46,1 (1),41.5,64.4,44,36,238,366,0.65,2
75,Danny Woodhead,# 39,HB,18,NE,85,80,312,3.9,4,1,67.4,66.7,66.6,60.0,134,1.68,3,19,7,0,0,0,0,312,3,49,15.7,21,0 (0),64.1,79.3,51,41,458,294,1.56,1
76,Jacquizz Rodgers,# 32,HB,18,ATL,134,114,458,4.0,1,0,72.7,66.5,90.0,71.3,335,2.94,24,45,9,0,0,0,0,458,5,142,31.0,20,1 (1),77.7,75.8,64,55,410,299,1.37,2
77,Javon Ringer,# 21,HB,2,TEN,3,2,14,7.0,0,0,54.7,66.1,68.7,60.0,4,2.00,0,9,0,0,0,0,0,14,0,0,0.0,0,0 (0),37.2,45.8,4,3,12,14,0.86,1
78,Bruce Miller,# 49,FB,19,SF,329,5,18,3.6,0,0,81.2,65.9,74.8,89.1,8,1.60,0,9,0,0,0,0,0,18,0,0,0.0,2,1 (0),48.6,69.5,13,12,84,170,0.49,1
78,DeAngelo Williams,# 34,HB,16,CAR,224,172,737,4.3,5,2,66.4,65.9,62.0,61.4,542,3.15,16,65,18,0,0,0,0,716,7,231,31.3,32,0 (0),54.0,83.5,19,13,187,147,1.27,2
80,James Starks,# 44,HB,6,GB,77,71,255,3.6,1,1,60.2,65.8,56.7,60.0,158,2.23,7,22,3,0,0,0,0,255,1,22,8.6,12,0 (0),30.9,25.0,6,4,31,36,0.86,2
81,Keith Toston,# 35,HB,1,JAX,19,17,74,4.4,0,0,67.7,65.5,76.7,60.0,56,3.29,3,14,2,0,0,0,0,74,0,0,0.0,2,0 (0),70.8,62.4,4,3,41,23,1.78,0
82,Stanley Havili,# 39,FB,15,PHI,88,6,22,3.7,1,0,60.1,65.4,73.5,69.6,14,2.33,1,8,0,0,0,0,0,22,0,0,0.0,1,0 (0),42.4,71.3,11,7,43,102,0.42,1
83,Matt Forte,# 22,HB,15,CHI,269,248,"1,094",4.4,5,2,67.6,65.2,74.6,56.5,597,2.41,22,46,25,0,0,0,0,"1,094",12,309,28.2,45,0 (0),62.5,77.2,59,44,340,274,1.24,4
84,Danny Ware,# 28,HB,16,TB,12,11,51,4.6,0,0,63.0,65.1,76.8,60.0,20,1.82,0,17,1,0,0,0,0,51,1,17,33.3,5,0 (0),49.8,80.0,19,14,100,76,1.32,3
84,Jonathan Stewart,# 28,HB,9,CAR,126,93,336,3.6,1,2,69.3,65.1,43.0,79.4,235,2.53,16,21,13,0,0,0,0,336,5,89,26.5,14,0 (0),65.6,75.3,22,17,157,121,1.30,1
84,Bilal Powell,# 29,HB,14,NYJ,123,110,437,4.0,4,0,64.4,65.1,89.0,59.4,197,1.79,9,18,13,0,0,0,0,437,3,50,11.4,23,0 (0),52.1,75.8,29,17,140,173,0.81,3
87,Joe McKnight,# 25,HB,13,NYJ,38,30,179,6.0,0,1,60.9,64.8,28.9,60.7,140,4.67,6,61,6,0,0,0,0,179,2,81,45.3,7,0 (0),41.4,73.2,2,1,18,17,1.06,1
88,Quinn Johnson,# 45,FB,16,TEN,162,4,5,1.3,0,0,61.1,64.7,71.6,64.2,4,1.00,0,3,0,0,0,0,0,5,0,0,0.0,2,1 (1),37.7,82.5,8,5,40,66,0.61,2
89,Brian Leonard,# 40,HB,16,CIN,44,34,108,3.2,0,0,58.5,64.6,81.2,67.4,66,1.94,0,11,1,0,0,0,0,108,0,0,0.0,7,1 (0),43.8,69.7,15,11,67,117,0.57,2
90,LaMichael James,# 23,HB,7,SF,52,38,190,5.0,1,2,65.3,64.4,24.6,59.8,126,3.32,9,26,8,0,0,0,0,190,3,58,30.5,11,0 (0),61.2,79.0,7,5,40,40,1.00,0
90,Ronnie Brown,# 30,HB,14,SD,47,46,220,4.8,0,0,70.5,64.4,85.3,-,115,2.50,4,21,5,0,0,0,0,220,3,54,24.5,12,0 (0),87.2,53.7,56,49,371,218,1.70,0
92,LeGarrette Blount,# 27,HB,13,TB,46,41,151,3.7,2,0,62.9,63.7,82.0,60.0,75,1.83,0,35,4,0,0,0,0,151,1,35,23.2,7,0 (0),52.6,63.2,1,1,2,23,0.09,0
93,Will Johnson,# 46,FB,16,PIT,202,2,7,3.5,0,0,66.6,63.5,74.2,65.2,6,3.00,0,5,0,0,0,0,0,7,0,0,0.0,0,0 (0),62.0,67.7,22,15,137,129,1.06,2
93,Nate Eachus,# 45,FB,10,KC,96,5,18,3.6,0,0,59.7,63.5,70.3,67.7,11,2.20,1,7,0,0,0,0,0,18,0,0,0.0,0,0 (0),39.4,16.7,3,1,19,33,0.58,1
95,Jonathan Grimes,# 43,HB,2,JAX,4,2,6,3.0,0,0,67.4,63.4,67.8,60.0,4,2.00,0,5,0,0,0,0,0,6,0,0,0.0,0,0 (0),67.0,75.9,2,2,7,3,2.33,0
96,Taiwan Jones,# 22,HB,4,OAK,8,6,21,3.5,0,0,58.8,63.2,71.1,60.0,10,1.67,0,7,0,0,0,0,0,21,0,0,0.0,2,0 (0),58.6,15.0,1,1,7,7,1.00,0
97,Mike Cox,# 42,FB,10,ATL,111,1,4,4.0,0,0,65.5,63.1,67.4,67.3,0,0.00,0,4,0,0,0,0,0,4,0,0,0.0,0,0 (0),58.2,51.2,3,3,22,41,0.54,0
97,Richard Murphy,# 39,HB,5,JAX,26,23,92,4.0,0,0,61.9,63.1,78.2,71.4,56,2.43,2,14,1,0,0,0,0,92,0,0,0.0,3,0 (0),48.1,65.5,1,0,0,28,0.00,0
99,Lance Dunbar,# 25,HB,8,DAL,23,21,75,3.6,0,0,61.6,63.0,78.5,60.0,41,1.95,5,18,2,0,0,0,0,75,1,18,24.0,5,0 (0),53.4,64.8,11,6,33,39,0.85,1
99,Evan Royster,# 22,HB,17,WAS,46,23,88,3.8,2,0,56.2,63.0,79.8,74.5,62,2.70,5,12,1,0,0,0,0,88,0,0,0.0,8,0 (0),43.1,42.6,20,15,108,161,0.67,3
101,Fred Jackson,# 22,HB,10,BUF,125,115,437,3.8,3,5,66.2,62.9,25.2,80.4,276,2.40,22,15,12,0,0,0,0,437,1,15,3.4,26,0 (0),63.9,76.6,39,34,217,159,1.36,2
101,BenJarvus Green-Ellis,# 42,HB,16,CIN,330,289,"1,157",4.0,6,3,63.5,62.9,67.1,62.6,603,2.09,20,48,19,0,0,0,0,"1,157",11,319,27.6,58,0 (0),53.5,74.7,28,24,95,250,0.38,2
103,Marcus Thigpen,# 34,HB,4,MIA,11,1,8,8.0,0,0,59.7,62.8,64.6,54.5,11,11.00,1,8,0,0,0,0,0,8,0,0,0.0,1,0 (0),58.0,-,2,1,15,18,0.83,0
104,Jason Snelling,# 44,HB,18,ATL,68,20,75,3.8,0,1,64.0,62.6,44.3,63.2,66,3.30,4,12,2,0,0,0,0,75,0,0,0.0,4,1 (0),62.8,73.1,37,33,213,136,1.57,1
104,Kevin Smith,# 30,HB,12,DET,43,37,134,3.6,1,0,63.4,62.6,81.8,73.6,72,1.95,1,19,2,0,0,0,0,134,1,19,14.2,4,0 (0),52.7,81.2,15,10,79,103,0.77,2
106,Travaris Cadet,# 39,HB,6,NO,5,1,5,5.0,0,0,87.2,62.4,69.1,60.2,0,0.00,1,5,0,0,0,0,0,5,0,0,0.0,0,0 (0),79.8,-,8,5,44,21,2.10,0
106,James Casey,# 86,FB,18,HST,358,1,6,6.0,0,0,68.9,62.4,78.0,57.4,3,3.00,0,6,0,0,0,0,0,6,0,0,0.0,1,2 (0),72.0,80.2,48,38,379,254,1.49,2
106,Robert Hughes,# 29,FB,5,IND,11,1,5,5.0,0,0,63.1,62.4,64.6,54.1,3,3.00,0,5,0,0,0,0,0,5,0,0,0.0,1,0 (0),58.7,78.0,1,1,3,9,0.33,0
109,Alex Green,# 20,HB,11,GB,151,135,464,3.4,0,1,62.1,62.2,73.2,56.6,284,2.10,12,41,8,0,0,0,0,464,3,77,16.6,17,0 (0),44.0,80.7,28,18,125,105,1.19,2
110,Stefan Logan,# 11,HB,8,DET,7,3,17,5.7,0,0,67.4,62.1,71.3,59.8,10,3.33,1,13,1,0,0,0,0,17,0,0,0.0,1,0 (0),68.9,-,7,6,28,19,1.47,0
110,Chris Ogbonnaya,# 25,HB,12,CLV,11,8,30,3.8,0,1,61.3,62.1,28.1,57.4,16,2.00,0,9,0,0,0,0,0,30,0,0,0.0,1,1 (0),58.9,75.5,29,24,187,97,1.93,2
112,Jacob Hester,# 40,FB,4,DEN,38,25,92,3.7,2,0,61.4,61.6,79.1,56.5,50,2.00,1,18,2,0,0,0,0,92,1,18,19.6,7,0 (0),58.0,71.4,3,2,14,27,0.52,0
112,Shaun Draughn,# 20,HB,14,KC,65,59,233,3.9,2,1,54.3,61.6,58.4,60.1,107,1.81,3,25,4,0,0,0,0,233,2,43,18.5,16,1 (0),55.5,21.4,27,24,158,134,1.18,2
114,Daryl Richardson,# 26,HB,16,SL,109,98,475,4.8,0,3,56.9,61.5,29.6,59.2,272,2.78,11,53,11,0,0,0,0,475,5,165,34.7,19,1 (0),48.7,40.2,31,24,163,148,1.10,2
114,Ronnie Hillman,# 21,HB,15,DEN,125,107,413,3.9,1,2,61.4,61.5,67.9,56.6,191,1.79,9,31,9,0,0,0,0,413,4,95,23.0,24,0 (0),54.7,75.1,15,13,82,95,0.86,2
116,Johnny White,# 34,HB,3,GB,9,8,34,4.3,0,0,60.9,61.4,72.1,60.0,14,1.75,1,9,0,0,0,0,0,34,0,0,0.0,1,0 (0),56.6,-,0,0,0,3,0.00,0
117,Anthony Allen,# 35,HB,8,BLT,24,16,61,3.8,1,0,54.4,60.8,76.2,57.8,32,2.00,0,20,1,0,0,0,0,61,1,20,32.8,4,0 (0),39.9,77.9,4,2,12,26,0.46,2
118,Lawrence Vickers,# 47,FB,16,DAL,176,3,11,3.7,0,0,64.2,60.7,74.1,60.5,5,1.67,0,13,1,0,0,0,0,11,0,0,0.0,1,3 (0),67.8,63.3,15,13,104,88,1.18,1
119,Brandon Jacobs,# 45,HB,2,SF,6,5,7,1.4,0,0,60.4,60.5,70.6,-,10,2.00,0,3,0,0,0,0,0,7,0,0,0.0,1,0 (0),56.8,70.4,0,0,0,2,0.00,0
120,Da'Rel Scott,# 33,HB,1,NYG,6,6,9,1.5,0,0,60.9,60.0,70.6,-,9,1.50,1,5,0,0,0,0,0,9,0,0,0.0,1,0 (0),59.9,73.5,0,0,0,1,0.00,0
121,Ryan Grant,# 25,HB,7,GB,44,39,139,3.6,2,1,61.3,59.7,36.6,59.1,68,1.74,4,18,3,0,0,0,0,139,1,18,12.9,8,0 (0),66.4,68.0,3,2,50,24,2.08,0
