RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,C.J. Ham,# 30,FB,15,MIN,268,5,18,3.6,0,0,60.1,59.4,74.6,62.9,8,1.60,0,10,1,1,1,0,0,18,0,0,0.0,2,0 (0),52.6,57.1,11,8,97,108,0.90,1
123,Craig Reynolds,# 48,HB,1,JAX,1,1,4,4.0,0,0,58.5,59.1,64.6,-,3,3.00,0,4,0,0,0,0,0,4,0,0,0.0,0,0 (0),65.3,74.4,1,1,3,1,3.00,0
123,Todd Gurley II,# 21,HB,15,ATL,207,195,678,3.5,9,2,54.8,59.1,66.6,60.0,491,2.52,34,35,16,91,96,0,0,678,5,106,15.6,44,1 (0),44.0,50.8,31,25,164,229,0.72,3
125,Benny Snell Jr.,# 24,HB,16,PIT,142,113,381,3.4,4,2,57.0,58.7,47.9,61.1,275,2.43,14,30,9,37,66,0,0,381,3,80,21.0,26,0 (0),52.7,55.4,15,11,65,112,0.58,0
126,La'Mical Perine,# 22,HB,9,NYJ,70,64,232,3.6,2,0,58.0,58.4,85.2,59.8,159,2.48,7,20,5,39,24,0,0,232,1,20,8.6,18,0 (0),55.9,60.5,14,11,63,86,0.73,1
127,Andy Janovich,# 31,FB,16,CLV,119,2,4,2.0,0,0,62.2,58.3,71.8,63.8,2,1.00,0,2,0,0,1,0,0,4,0,0,0.0,1,0 (0),40.9,90.0,5,2,13,35,0.37,1
128,Jason Cabinda,# 45,FB,16,DET,93,1,0,0.0,0,0,56.0,58.2,69.8,59.5,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),52.0,57.9,3,2,8,21,0.38,0
128,James White,# 28,HB,14,NE,87,35,121,3.5,2,1,65.5,58.2,55.9,60.7,76,2.17,3,10,1,12,21,1,2,119,0,0,0.0,6,0 (0),84.2,26.7,57,49,375,184,2.04,2
130,Reggie Bonnafon,# 39,HB,2,CAR,13,12,69,5.8,0,0,61.6,58.0,75.2,-,57,4.75,1,22,3,3,9,0,0,69,1,22,31.9,4,0 (0),75.7,-,2,2,18,9,2.00,0
131,Rashaad Penny,# 20,HB,3,SEA,12,11,34,3.1,0,0,55.6,57.8,73.8,60.0,23,2.09,1,7,0,7,3,0,0,34,0,0,0.0,1,0 (0),51.4,49.6,0,0,0,19,0.00,0
131,Darwin Thompson,# 34,HB,6,KC,33,27,97,3.6,1,2,53.3,57.8,22.6,60.6,58,2.15,3,14,4,21,6,0,0,97,0,0,0.0,7,0 (0),39.5,79.9,10,7,65,44,1.48,1
133,LeSean McCoy,# 25,HB,12,TB,19,10,31,3.1,0,0,58.9,57.7,76.7,60.0,12,1.20,0,14,2,4,4,0,0,31,0,0,0.0,2,1 (0),63.9,53.8,17,15,101,72,1.40,2
133,Anthony McFarland Jr.,# 26,HB,11,PIT,42,33,113,3.4,0,0,56.5,57.7,80.8,44.6,68,2.06,2,20,2,14,16,0,0,113,1,20,17.7,4,0 (0),59.2,74.0,9,6,54,44,1.23,1
135,Justice Hill,# 43,HB,12,BLT,26,12,60,5.0,0,0,50.8,57.4,75.7,44.4,43,3.58,2,19,2,1,11,0,0,60,2,35,58.3,2,1 (0),53.6,30.0,6,5,20,52,0.38,0
136,JaMycal Hasty,# 38,HB,7,SF,49,39,148,3.8,1,1,58.9,57.2,42.7,60.0,93,2.38,7,20,2,31,8,0,0,148,1,20,13.5,7,0 (0),66.1,33.7,8,7,33,42,0.79,0
137,Derek Watt,# 44,FB,10,PIT,48,2,2,1.0,0,0,37.9,56.6,67.7,41.3,1,0.50,0,2,0,0,0,0,0,2,0,0,0.0,1,0 (0),54.8,76.5,0,0,0,4,0.00,0
138,Austin Walter,# 48,HB,1,SF,1,1,3,3.0,0,0,50.9,56.3,72.7,-,3,3.00,0,3,0,0,1,0,0,3,0,0,0.0,0,0 (0),79.0,6.2,1,1,27,8,3.38,0
139,Darrynton Evans,# 32,HB,6,TEN,16,15,55,3.7,0,0,56.9,55.8,80.2,60.0,32,2.13,2,9,0,11,4,0,0,55,0,0,0.0,2,0 (0),62.8,48.7,3,2,27,16,1.69,0
140,Mark Ingram II,# 21,HB,11,BLT,89,72,299,4.2,2,1,53.3,55.6,57.3,47.7,177,2.46,7,30,5,22,49,0,0,299,3,66,22.1,14,0 (0),50.4,74.1,8,6,50,55,0.91,0
141,Dion Lewis,# 33,HB,16,NYG,34,29,115,4.0,2,1,54.7,55.1,24.6,46.4,67,2.31,4,19,4,8,20,0,0,115,2,34,29.6,8,1 (0),59.2,37.4,27,19,127,201,0.63,1
142,Travis Homer,# 25,HB,9,SEA,26,25,88,3.5,0,0,58.0,55.0,82.5,60.0,43,1.72,3,12,3,18,6,0,0,88,0,0,0.0,2,0 (0),66.8,52.4,10,9,90,68,1.32,0
143,J.D. McKissic,# 41,HB,17,WAS,162,87,370,4.3,2,3,62.4,53.9,38.6,56.6,238,2.74,13,17,13,55,23,0,0,370,2,34,9.2,26,0 (0),68.5,59.4,109,82,597,425,1.40,4
144,D.J. Foster,# 37,HB,4,ARZ,2,2,2,1.0,0,0,51.1,52.7,70.1,-,2,1.00,0,2,0,1,1,0,0,2,0,0,0.0,0,0 (0),51.4,59.4,1,1,7,18,0.39,0
145,Tony Brooks-James,# 36,HB,1,ATL,6,3,4,1.3,0,0,49.0,52.6,67.2,60.0,6,2.00,1,4,0,1,2,0,0,4,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
146,Theo Riddick,# 35,HB,4,LV,10,6,14,2.3,0,0,55.3,51.6,72.8,60.0,10,1.67,0,11,1,4,2,0,0,14,0,0,0.0,1,0 (0),69.8,29.6,6,5,43,26,1.65,0
147,Patrick Ricard,# 42,FB,17,BLT,333,1,-1,-1.0,0,1,60.1,51.1,22.0,73.7,-1,-1.00,0,-1,0,0,0,0,0,-1,0,0,0.0,0,3 (1),48.8,68.4,17,13,82,102,0.80,2
147,Dwayne Washington,# 24,HB,3,NO,12,9,17,1.9,0,0,48.2,51.1,74.2,60.0,12,1.33,0,5,0,5,4,0,0,17,0,0,0.0,0,0 (0),59.9,-,0,0,0,1,0.00,0
149,Chris Thompson,# 34,HB,8,JAX,8,7,20,2.9,0,0,54.9,50.6,76.7,60.0,14,2.00,2,5,0,3,3,0,0,20,0,0,0.0,1,0 (0),58.4,28.1,24,20,146,127,1.15,1
150,Tevin Coleman,# 26,HB,8,SF,31,28,53,1.9,0,0,58.7,50.3,79.6,60.0,69,2.46,4,12,2,15,13,0,0,53,0,0,0.0,3,0 (0),83.8,79.5,5,4,34,26,1.31,0
151,Jordan Howard,# 28,HB,7,PHI,38,35,60,1.7,4,1,41.6,50.2,30.6,37.7,66,1.89,1,11,1,17,17,0,0,60,0,0,0.0,7,0 (0),27.7,81.4,1,1,-3,22,-0.14,0
152,Ryan Nall,# 35,HB,16,CHI,18,4,0,0.0,0,0,59.9,49.7,74.8,55.8,7,1.75,0,0,0,4,0,0,0,0,0,0,,0,1 (0),75.4,64.9,9,8,67,44,1.52,0
153,Patrick Laird,# 32,HB,13,MIA,24,13,72,5.5,0,1,55.5,49.2,26.3,69.8,46,3.54,1,17,2,6,3,0,0,72,1,17,23.6,4,0 (0),60.3,44.0,12,10,68,91,0.75,0
154,Jaylen Samuels,# 38,HB,13,PIT,21,9,28,3.1,0,0,44.5,47.0,75.2,77.2,17,1.89,0,6,0,0,6,0,0,28,0,0,0.0,1,1 (0),46.1,14.9,13,9,46,85,0.54,2
155,Jonathan Williams,# 41,HB,2,DET,1,1,5,5.0,0,1,52.0,45.2,17.3,-,0,0.00,0,5,0,0,1,0,0,5,0,0,0.0,0,0 (0),62.6,80.7,4,4,21,21,1.00,0
156,C.J. Prosise,# 24,HB,6,HST,11,10,19,1.9,0,1,46.3,34.9,27.0,60.0,13,1.30,0,7,0,9,1,0,0,19,0,0,0.0,0,0 (0),62.3,77.9,5,5,18,29,0.62,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
