#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
9.0,400.0,379.0,232.0,61.2,2465,6.5,12.0,6.0,72.0,70.6,71.2,76.8,15.0,3.7,12.0,2.8,9.3,74.9,24.0,9.4,13.0,4.0,17.0,113.0,16.0,14.2,2.58,4.0,124.0,84.2,FlacJo00
14.0,409.0,331.0,228.0,68.9,2528,7.6,11.0,8.0,76.8,70.3,83.0,48.9,13.0,3.7,15.0,3.5,7.9,77.1,15.0,6.2,3.0,0.0,13.0,141.0,42.0,29.8,2.81,35.0,135.0,92.3,MariMa01
14.0,531.0,471.0,320.0,67.9,3395,7.2,24.0,13.0,70.9,70.0,66.5,78.6,13.0,2.6,25.0,4.5,7.6,78.0,24.0,7.0,8.0,1.0,18.0,174.0,29.0,16.7,2.67,27.0,188.0,94.2,NewtCa00
10.0,374.0,328.0,205.0,62.5,2180,6.6,10.0,5.0,70.2,69.0,61.6,75.6,9.0,2.6,9.0,2.3,8.6,72.8,9.0,4.2,5.0,6.0,21.0,119.0,22.0,18.5,2.79,23.0,114.0,85.7,SmitAl03
11.0,441.0,378.0,244.0,64.6,2992,7.9,19.0,14.0,69.9,68.3,69.2,60.2,13.0,3.2,22.0,4.7,11.3,70.3,12.0,4.7,4.0,4.0,5.0,150.0,27.0,18.0,2.88,36.0,166.0,90.2,WinsJa00
2.0,87.0,76.0,53.0,69.7,515,6.8,3.0,2.0,57.6,67.7,26.3,25.1,4.0,4.8,2.0,2.1,8.4,78.1,4.0,7.0,1.0,2.0,0.0,29.0,9.0,31.0,2.74,2.0,24.0,90.6,DaniCh00
16.0,633.0,586.0,365.0,62.3,3890,6.6,18.0,15.0,70.0,66.9,81.5,46.1,20.0,3.2,25.0,3.7,8.1,75.1,37.0,9.2,8.0,11.0,30.0,230.0,34.0,14.8,2.57,12.0,186.0,81.2,KeenCa00
8.0,292.0,274.0,176.0,64.2,2277,8.3,13.0,10.0,64.6,66.7,37.9,69.9,5.0,1.7,10.0,3.2,7.5,78.2,11.0,5.9,8.0,15.0,8.0,109.0,17.0,15.6,2.51,1.0,106.0,90.8,MullNi00
6.0,198.0,169.0,102.0,60.4,1252,7.4,8.0,7.0,64.9,65.5,52.7,61.4,3.0,1.7,5.0,2.4,7.3,73.4,11.0,9.7,9.0,2.0,4.0,71.0,18.0,25.4,2.59,11.0,63.0,81.8,BeatC.00
13.0,476.0,403.0,243.0,60.3,2718,6.7,13.0,11.0,64.1,64.7,54.6,40.4,18.0,4.3,14.0,2.8,7.7,74.5,31.0,11.3,14.0,8.0,13.0,171.0,31.0,18.1,2.74,40.0,147.0,79.8,BortBl00
16.0,627.0,576.0,380.0,66.0,4299,7.5,21.0,11.0,64.3,63.7,59.6,55.1,25.0,4.1,31.0,4.7,7.8,74.9,26.0,6.4,6.0,5.0,22.0,213.0,47.0,22.1,2.52,4.0,206.0,92.4,MannEl00
13.0,460.0,414.0,239.0,57.7,2865,6.9,17.0,15.0,64.7,62.9,62.7,71.5,16.0,3.7,21.0,4.4,9.8,69.7,25.0,9.5,7.0,2.0,25.0,165.0,30.0,18.2,2.83,16.0,138.0,77.6,DarnSa00
1.0,3.0,3.0,2.0,66.7,23,7.7,0.0,0.0,62.4,62.8,58.5,72.8,0.0,0.0,0.0,0.0,-3.3,100.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,,2.13,0.0,1.0,89.6,MannSe00
1.0,26.0,25.0,15.0,60.0,232,9.3,2.0,0.0,61.6,61.3,57.9,77.4,3.0,12.0,2.0,7.7,13.6,60.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,2.58,0.0,12.0,117.4,BarkMa00
3.0,107.0,89.0,53.0,59.6,718,8.1,5.0,3.0,62.6,60.5,63.2,33.3,4.0,4.1,5.0,4.3,9.5,65.5,2.0,3.6,2.0,0.0,3.0,48.0,13.0,27.1,2.96,5.0,36.0,90.0,GaroJi00
2.0,28.0,23.0,14.0,60.9,118,5.1,1.0,1.0,58.4,59.4,55.6,79.1,0.0,0.0,1.0,3.4,7.3,66.7,0.0,0.0,1.0,0.0,1.0,12.0,2.0,16.7,3.34,3.0,9.0,70.6,BridTe00
3.0,14.0,12.0,6.0,50.0,43,3.6,0.0,1.0,66.7,59.1,72.6,74.2,0.0,0.0,0.0,0.0,5.1,54.5,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.98,2.0,4.0,24.0,DobbJo00
12.0,396.0,320.0,169.0,52.8,2074,6.5,10.0,12.0,65.3,58.0,81.4,50.2,17.0,4.9,22.0,5.1,11.5,64.7,20.0,10.6,1.0,4.0,23.0,172.0,28.0,16.3,3.2,47.0,114.0,67.9,AlleJo02
9.0,12.0,8.0,3.0,37.5,64,8.0,0.0,1.0,67.2,57.9,74.1,87.4,1.0,11.1,1.0,7.7,16.4,75.0,3.0,50.0,0.0,0.0,0.0,6.0,1.0,16.7,3.36,3.0,4.0,27.1,HillTa00
15.0,544.0,477.0,315.0,66.0,3526,7.4,25.0,12.0,63.6,57.8,85.5,56.1,24.0,4.6,25.0,4.3,9.4,71.4,12.0,3.7,3.0,2.0,12.0,162.0,26.0,16.0,2.75,38.0,179.0,94.9,TrubMi00
2.0,22.0,21.0,15.0,71.4,174,8.3,1.0,0.0,57.5,57.4,-,75.6,0.0,0.0,0.0,0.0,9.4,75.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,16.7,2.19,0.0,8.0,112.0,GlenMi00
13.0,243.0,199.0,113.0,56.8,1395,7.0,8.0,4.0,56.1,56.5,56.8,23.7,7.0,3.3,11.0,4.3,8.9,65.4,8.0,6.6,2.0,1.0,9.0,95.0,22.0,23.2,3.2,22.0,77.0,83.6,JackLa00
1.0,3.0,3.0,2.0,66.7,29,9.7,0.0,0.0,53.7,56.1,58.3,67.4,0.0,0.0,0.0,0.0,5.0,100.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,,1.73,0.0,2.0,97.9,HennCh01
2.0,2.0,2.0,1.0,50.0,7,3.5,0.0,0.0,64.9,55.5,67.3,74.4,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.35,0.0,0.0,58.3,HoyeBr00
1.0,7.0,7.0,5.0,71.4,20,2.9,0.0,0.0,40.1,55.0,45.9,17.7,0.0,0.0,0.0,0.0,4.4,100.0,2.0,28.6,0.0,0.0,0.0,0.0,0.0,,1.99,0.0,1.0,74.1,SchaMa00
3.0,4.0,4.0,2.0,50.0,2,0.5,0.0,0.0,57.8,54.8,61.9,73.2,0.0,0.0,0.0,0.0,22.8,75.0,1.0,33.3,0.0,0.0,0.0,2.0,0.0,0.0,3.1,0.0,1.0,56.3,BrisJa00
1.0,4.0,3.0,1.0,33.3,8,2.7,0.0,0.0,58.1,54.2,57.5,70.5,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,33.3,3.6,0.0,0.0,42.4,McCaA.00
7.0,200.0,178.0,113.0,63.5,1247,7.0,6.0,4.0,52.7,53.4,50.9,90.1,4.0,2.1,9.0,4.3,8.0,74.2,5.0,4.2,3.0,4.0,11.0,85.0,17.0,20.0,2.58,4.0,58.0,86.0,OsweBr00
1.0,4.0,3.0,2.0,66.7,40,13.3,0.0,0.0,52.5,52.1,-,66.9,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,50.0,3.65,0.0,1.0,109.7,GilbGa01
5.0,169.0,131.0,85.0,64.9,709,5.4,2.0,2.0,55.7,52.1,70.0,23.6,3.0,2.2,7.0,4.0,6.9,77.5,8.0,8.6,0.0,1.0,10.0,73.0,22.0,30.1,2.87,15.0,42.0,77.4,KessCo00
3.0,67.0,54.0,34.0,63.0,372,6.9,3.0,3.0,60.1,51.2,87.4,46.0,3.0,5.1,4.0,5.6,10.0,68.6,1.0,2.9,1.0,0.0,0.0,23.0,6.0,26.1,2.72,7.0,20.0,78.6,McCoCo00
8.0,203.0,176.0,105.0,59.7,1003,5.7,6.0,2.0,52.7,51.1,60.8,59.8,7.0,3.6,8.0,3.6,8.6,72.4,13.0,11.0,6.0,1.0,6.0,70.0,15.0,21.4,2.59,12.0,56.0,82.2,DrisJe00
14.0,453.0,393.0,217.0,55.2,2278,5.8,11.0,14.0,49.1,48.2,60.6,34.6,19.0,4.5,24.0,5.0,8.8,67.9,22.0,9.2,10.0,6.0,24.0,183.0,45.0,24.6,2.66,14.0,120.0,66.7,RoseJo01
2.0,2.0,2.0,1.0,50.0,22,11.0,1.0,0.0,49.4,47.5,60.0,67.8,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2,0.0,1.0,129.2,SudfNa00
2.0,75.0,70.0,42.0,60.0,465,6.6,0.0,4.0,47.5,47.4,60.0,26.6,2.0,2.8,7.0,9.1,9.6,68.2,3.0,6.7,3.0,0.0,1.0,22.0,5.0,22.7,2.46,0.0,22.0,56.0,AndeDe00
2.0,19.0,17.0,7.0,41.2,59,3.5,0.0,1.0,48.6,46.4,64.5,75.7,0.0,0.0,0.0,0.0,7.8,50.0,1.0,12.5,0.0,0.0,1.0,5.0,1.0,20.0,2.51,1.0,3.0,26.3,CassMa00
4.0,122.0,110.0,60.0,54.5,539,4.9,1.0,4.0,47.0,45.5,65.9,86.6,1.0,0.9,6.0,4.8,7.9,70.1,8.0,11.8,8.0,2.0,2.0,47.0,7.0,14.9,2.54,5.0,30.0,55.8,McCoJo01
4.0,108.0,85.0,42.0,49.4,473,5.6,2.0,2.0,47.0,44.9,61.4,60.0,2.0,2.2,4.0,3.5,10.7,62.2,4.0,8.7,3.0,1.0,6.0,42.0,13.0,31.0,2.95,10.0,21.0,64.5,TaylTy00
5.0,60.0,57.0,35.0,61.4,320,5.6,1.0,3.0,46.2,43.8,70.6,82.6,1.0,1.6,4.0,6.0,8.9,67.9,1.0,2.8,0.0,2.0,1.0,22.0,2.0,9.1,2.66,1.0,20.0,60.6,HeinTa00
3.0,88.0,80.0,50.0,62.5,400,5.0,2.0,4.0,41.4,42.6,64.3,23.7,1.0,1.2,7.0,7.6,6.4,66.7,2.0,3.8,1.0,0.0,1.0,37.0,6.0,16.2,2.34,1.0,17.0,62.5,BradSa00
11.0,318.0,274.0,176.0,64.2,1979,7.2,17.0,9.0,45.3,42.4,65.8,38.2,8.0,2.7,23.0,6.7,8.5,74.3,9.0,4.9,10.0,3.0,11.0,120.0,35.0,29.2,2.57,8.0,97.0,92.7,TannRy00
4.0,114.0,91.0,52.0,57.1,590,6.5,3.0,4.0,47.6,42.3,68.2,39.1,1.0,1.0,6.0,4.8,9.7,64.3,2.0,3.7,1.0,1.0,5.0,49.0,10.0,20.4,3.21,13.0,33.0,69.4,JohnJo05
2.0,43.0,35.0,19.0,54.3,138,3.9,0.0,3.0,41.8,41.7,63.9,28.8,1.0,2.9,4.0,9.3,6.0,80.6,6.0,24.0,2.0,1.0,1.0,19.0,7.0,36.8,2.69,1.0,4.0,28.0,SancMa00
6.0,106.0,101.0,61.0,60.4,626,6.2,4.0,4.0,33.6,35.2,49.8,86.4,3.0,2.8,9.0,7.8,7.7,66.3,4.0,6.2,1.0,0.0,2.0,23.0,5.0,21.7,2.29,0.0,31.0,74.9,GabbBl00
2.0,6.0,6.0,2.0,33.3,21,3.5,0.0,0.0,34.9,33.9,-,69.6,0.0,0.0,1.0,14.3,13.0,40.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.23,0.0,1.0,44.4,GrifRo01
4.0,96.0,81.0,44.0,54.3,296,3.7,1.0,7.0,32.9,31.6,58.9,85.5,1.0,1.1,5.0,4.7,6.9,68.6,4.0,8.3,2.0,3.0,6.0,30.0,7.0,23.3,2.81,8.0,15.0,30.7,PeteNa00
2.0,50.0,42.0,20.0,47.6,187,4.5,0.0,2.0,34.2,29.6,76.8,31.5,1.0,2.4,5.0,10.0,10.7,64.9,4.0,16.7,0.0,1.0,3.0,15.0,4.0,26.7,3.23,4.0,11.0,40.5,KizeDe00
1.0,5.0,5.0,0.0,0.0,0,0.0,0.0,1.0,27.0,26.8,60.0,69.2,0.0,0.0,2.0,40.0,13.6,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,2.7,0.0,0.0,0.0,LaulKy00
3.0,6.0,4.0,1.0,25.0,8,2.0,0.0,0.0,20.6,17.2,59.2,13.9,0.0,0.0,3.0,42.9,2.5,50.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,3.2,1.0,0.0,39.6,SmitGe00
