#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
16.0,564.0,536.0,321.0,59.9,3948,7.4,26.0,15.0,78.7,79.3,38.1,85.0,46.0,8.0,22.0,3.6,10.1,69.9,32.0,9.1,10.0,7.0,14.0,168.0,19.0,11.3,2.68,9.0,190.0,87.2,MannEl00
4.0,63.0,58.0,36.0,62.1,497,8.6,4.0,3.0,80.9,78.4,74.3,43.0,6.0,10.0,3.0,4.6,9.4,74.1,4.0,10.0,1.0,2.0,1.0,20.0,3.0,15.0,2.83,2.0,23.0,90.9,CousKi00
1.0,9.0,9.0,5.0,55.6,68,7.6,0.0,0.0,74.2,76.6,56.9,73.8,0.0,0.0,0.0,0.0,10.6,77.8,2.0,28.6,0.0,0.0,0.0,2.0,0.0,0.0,2.46,0.0,2.0,79.9,FlynMa00
1.0,13.0,13.0,10.0,76.9,172,13.2,2.0,0.0,74.9,76.2,57.3,73.7,1.0,7.1,1.0,7.1,11.3,91.7,1.0,9.1,0.0,0.0,0.0,1.0,0.0,0.0,2.28,0.0,8.0,157.9,HillSh00
20.0,705.0,657.0,390.0,59.4,4957,7.5,33.0,10.0,73.3,76.2,28.0,66.1,55.0,7.8,23.0,3.0,10.6,67.7,29.0,6.9,9.0,13.0,16.0,222.0,41.0,18.5,2.64,7.0,231.0,93.4,FlacJo00
18.0,665.0,633.0,413.0,65.2,4613,7.3,24.0,14.0,73.1,74.4,29.6,81.2,27.0,4.1,23.0,3.3,7.8,76.9,40.0,8.8,10.0,5.0,27.0,190.0,28.0,14.7,2.62,4.0,234.0,90.2,SchaMa00
16.0,693.0,648.0,425.0,65.6,4903,7.6,28.0,19.0,73.9,74.1,51.9,82.5,40.0,5.9,27.0,3.7,9.0,74.4,39.0,8.4,7.0,1.0,13.0,217.0,36.0,16.6,2.75,9.0,237.0,90.5,RomoTo00
16.0,605.0,551.0,328.0,59.5,3702,6.7,21.0,13.0,70.4,72.1,48.5,71.1,25.0,4.3,19.0,3.0,8.8,71.0,30.0,8.4,10.0,14.0,16.0,197.0,36.0,18.3,2.67,18.0,193.0,82.6,BradSa00
16.0,776.0,727.0,435.0,59.8,4967,6.8,20.0,17.0,73.6,72.0,63.4,77.9,48.0,6.4,32.0,4.0,8.9,70.5,49.0,10.1,13.0,2.0,21.0,210.0,29.0,13.8,2.66,20.0,274.0,79.8,StafMa00
15.0,496.0,434.0,255.0,58.8,3033,7.0,19.0,14.0,72.4,70.6,68.7,56.1,31.0,6.7,21.0,4.0,10.4,70.0,34.0,11.8,12.0,4.0,5.0,185.0,38.0,20.5,2.79,24.0,168.0,81.3,CutlJa00
16.0,532.0,484.0,282.0,58.3,3294,6.8,12.0,13.0,68.4,70.2,42.8,71.2,27.0,5.2,13.0,2.3,8.8,72.1,36.0,11.3,13.0,8.0,20.0,163.0,35.0,21.5,2.73,13.0,158.0,76.1,TannRy00
16.0,555.0,485.0,280.0,57.7,3869,8.0,19.0,12.0,71.9,68.6,73.6,72.4,36.0,7.0,18.0,3.1,9.8,68.5,22.0,7.3,11.0,13.0,18.0,203.0,36.0,17.7,3.05,34.0,181.0,86.2,NewtCa00
11.0,370.0,314.0,177.0,56.4,2182,6.9,10.0,11.0,70.9,68.1,77.4,50.1,19.0,5.8,13.0,3.4,10.0,69.3,24.0,11.9,11.0,5.0,8.0,107.0,25.0,23.4,2.84,31.0,105.0,74.0,LockJa00
5.0,8.0,6.0,4.0,66.7,17,2.8,0.0,0.0,53.4,67.5,55.0,80.7,0.0,0.0,0.0,0.0,7.4,100.0,1.0,20.0,0.0,0.0,1.0,3.0,2.0,66.7,3.21,0.0,2.0,70.1,TeboTi00
10.0,256.0,218.0,153.0,70.2,1737,8.0,13.0,5.0,68.0,67.1,63.8,83.5,8.0,3.5,4.0,1.5,7.7,81.3,12.0,7.3,4.0,2.0,9.0,72.0,24.0,33.3,2.89,14.0,93.0,104.1,SmitAl03
15.0,595.0,565.0,345.0,61.1,4018,7.1,22.0,14.0,65.7,66.4,40.8,70.3,26.0,4.4,21.0,3.4,8.6,71.8,39.0,10.2,12.0,7.0,7.0,189.0,26.0,13.8,2.59,4.0,185.0,85.3,PalmCa00
16.0,587.0,527.0,338.0,64.1,3606,6.8,26.0,15.0,64.1,66.3,43.9,72.0,31.0,5.5,22.0,3.6,7.8,75.6,22.0,6.1,4.0,3.0,42.0,223.0,50.0,22.4,2.78,10.0,186.0,88.6,RivePh00
8.0,241.0,221.0,138.0,62.4,1367,6.2,7.0,5.0,64.8,66.1,44.2,47.0,12.0,5.2,9.0,3.6,8.1,72.4,14.0,9.2,4.0,0.0,7.0,59.0,14.0,23.7,2.5,6.0,75.0,81.0,HassMa00
6.0,217.0,183.0,109.0,59.6,1169,6.4,8.0,3.0,68.1,65.7,75.1,75.5,10.0,5.2,7.0,3.1,7.9,69.6,10.0,8.4,4.0,1.0,7.0,92.0,27.0,29.3,2.84,7.0,67.0,86.1,KolbKe00
17.0,764.0,681.0,367.0,53.9,4662,6.8,23.0,19.0,66.7,64.7,69.3,81.0,51.0,7.0,42.0,5.2,10.7,67.4,56.0,13.2,16.0,14.0,15.0,289.0,44.0,15.2,2.8,39.0,245.0,75.1,LuckAn00
17.0,628.0,558.0,343.0,61.5,3796,6.8,27.0,17.0,63.7,63.7,56.1,90.9,35.0,6.0,20.0,3.0,9.1,71.3,30.0,8.0,16.0,3.0,13.0,164.0,48.0,29.3,2.63,22.0,185.0,85.1,DaltAn00
1.0,4.0,4.0,2.0,50.0,12,3.0,0.0,0.0,59.4,63.4,55.1,73.7,0.0,0.0,0.0,0.0,5.8,75.0,1.0,33.3,0.0,0.0,0.0,1.0,0.0,0.0,2.43,0.0,2.0,56.3,OsweBr00
1.0,36.0,32.0,22.0,68.8,204,6.4,1.0,1.0,62.2,62.7,56.8,78.6,0.0,0.0,2.0,5.4,9.2,71.9,1.0,4.3,0.0,0.0,0.0,12.0,3.0,25.0,2.63,1.0,11.0,83.3,LewiTh01
16.0,603.0,558.0,306.0,54.8,4065,7.3,27.0,17.0,61.9,62.5,50.3,82.8,46.0,7.8,32.0,5.1,10.7,66.7,33.0,9.7,17.0,11.0,20.0,205.0,26.0,12.7,2.81,19.0,195.0,81.6,FreeJo00
1.0,10.0,10.0,9.0,90.0,89,8.9,1.0,0.0,61.9,61.6,-,71.9,0.0,0.0,0.0,0.0,6.0,100.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.76,0.0,6.0,137.1,OrtoKy00
3.0,36.0,30.0,14.0,46.7,155,5.2,2.0,1.0,56.5,61.1,41.2,30.6,3.0,8.6,3.0,7.1,12.9,57.1,2.0,12.5,0.0,0.0,2.0,8.0,0.0,0.0,3.71,6.0,12.0,70.8,PryoTe00
1.0,2.0,2.0,2.0,100.0,14,7.0,0.0,0.0,61.4,60.8,-,63.6,0.0,0.0,0.0,0.0,3.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.9,0.0,0.0,95.8,EdwaTr01
10.0,309.0,278.0,162.0,58.3,1662,6.0,9.0,6.0,58.3,60.0,41.6,74.2,11.0,3.7,9.0,2.7,8.1,70.5,27.0,14.3,3.0,3.0,4.0,101.0,22.0,21.8,2.56,9.0,73.0,77.4,GabbBl00
10.0,418.0,351.0,204.0,58.1,2362,6.7,12.0,10.0,57.8,59.9,46.7,29.7,14.0,3.8,18.0,4.1,9.2,71.2,21.0,9.3,8.0,7.0,18.0,173.0,28.0,16.2,3.05,39.0,131.0,78.1,VickMi00
2.0,4.0,3.0,1.0,33.3,39,13.0,0.0,1.0,38.2,59.7,38.0,19.2,0.0,0.0,0.0,0.0,24.5,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.68,1.0,2.0,42.4,ClemKe00
2.0,73.0,70.0,45.0,64.3,475,6.8,1.0,4.0,60.2,59.7,-,48.5,3.0,3.9,6.0,7.5,10.0,71.2,2.0,4.3,2.0,1.0,1.0,19.0,3.0,15.8,2.84,0.0,24.0,64.9,BatcCh00
9.0,312.0,277.0,161.0,58.1,1796,6.5,6.0,12.0,56.9,59.2,43.1,44.8,7.0,2.4,10.0,3.0,9.0,74.2,23.0,12.5,6.0,6.0,10.0,92.0,19.0,20.7,2.76,16.0,105.0,66.7,CassMa00
2.0,1.0,1.0,1.0,100.0,10,10.0,0.0,0.0,65.0,58.4,66.0,69.8,0.0,0.0,0.0,0.0,-2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1,0.0,1.0,108.3,DaniCh00
3.0,37.0,29.0,17.0,58.6,179,6.2,0.0,1.0,68.2,58.1,78.9,80.7,0.0,0.0,1.0,2.6,6.7,70.4,2.0,10.5,0.0,0.0,2.0,11.0,3.0,27.3,3.26,5.0,11.0,62.3,TaylTy00
7.0,292.0,265.0,161.0,60.8,1699,6.4,6.0,5.0,56.5,57.6,48.9,29.8,16.0,5.6,14.0,4.5,7.8,71.8,10.0,5.8,4.0,4.0,17.0,108.0,20.0,18.5,2.81,7.0,81.0,79.1,FoleNi00
1.0,7.0,7.0,4.0,57.1,51,7.3,0.0,0.0,57.1,56.9,-,69.6,0.0,0.0,0.0,0.0,11.2,66.7,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.4,0.0,2.0,80.1,OrloDa00
10.0,348.0,308.0,166.0,53.9,2084,6.8,11.0,11.0,53.1,56.9,28.6,62.1,15.0,4.5,12.0,3.2,9.4,66.8,23.0,12.2,10.0,7.0,5.0,131.0,28.0,21.4,2.51,12.0,90.0,72.2,HennCh01
2.0,34.0,33.0,16.0,48.5,115,3.5,0.0,1.0,55.6,55.4,-,78.3,1.0,2.9,1.0,2.9,8.4,56.7,1.0,5.9,1.0,1.0,1.0,10.0,1.0,10.0,2.65,0.0,7.0,44.4,LeinMa00
2.0,4.0,4.0,4.0,100.0,58,14.5,0.0,0.0,54.7,54.8,-,68.9,0.0,0.0,0.0,0.0,6.8,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.0,3.0,118.8,AndeDe00
16.0,555.0,483.0,300.0,62.1,2935,6.1,18.0,12.0,57.0,54.8,64.0,76.1,23.0,4.5,25.0,4.3,6.8,72.1,26.0,8.0,6.0,5.0,20.0,176.0,32.0,18.2,2.76,40.0,176.0,81.2,PondCh00
2.0,57.0,53.0,25.0,47.2,272,5.1,0.0,1.0,56.7,53.4,69.5,81.5,2.0,3.5,2.0,3.3,10.8,55.1,2.0,7.4,0.0,1.0,3.0,19.0,3.0,15.8,3.14,1.0,14.0,54.9,LeftBy00
1.0,5.0,5.0,3.0,60.0,34,6.8,0.0,0.0,52.8,53.2,-,68.9,0.0,0.0,0.0,0.0,9.2,80.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.96,0.0,2.0,80.4,SmitRu01
1.0,5.0,5.0,3.0,60.0,30,6.0,0.0,0.0,53.0,53.0,59.8,69.2,0.0,0.0,0.0,0.0,5.5,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.86,0.0,2.0,77.1,ThigTy00
16.0,566.0,505.0,306.0,60.6,3400,6.7,24.0,16.0,54.0,52.7,60.8,59.9,19.0,3.6,29.0,5.0,7.9,71.0,37.0,10.8,8.0,4.0,8.0,151.0,30.0,19.9,2.6,31.0,183.0,83.3,FitzRy00
1.0,11.0,11.0,5.0,45.5,65,5.9,0.0,0.0,47.2,51.6,48.5,74.7,0.0,0.0,0.0,0.0,11.9,50.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.29,0.0,1.0,64.6,GradBr00
15.0,559.0,517.0,297.0,57.4,3385,6.5,14.0,17.0,50.1,51.4,40.2,83.8,17.0,3.2,37.0,6.4,8.0,72.4,38.0,11.3,21.0,8.0,24.0,155.0,28.0,18.1,2.81,14.0,175.0,72.6,WeedBr00
2.0,4.0,4.0,2.0,50.0,20,5.0,0.0,0.0,33.5,51.1,32.1,18.4,0.0,0.0,0.0,0.0,6.8,75.0,1.0,33.3,0.0,0.0,0.0,1.0,0.0,0.0,2.78,0.0,1.0,64.6,HarrGr00
15.0,496.0,453.0,246.0,54.3,2883,6.4,13.0,18.0,46.0,49.6,26.8,26.4,25.0,5.2,30.0,5.7,9.4,65.6,31.0,11.2,14.0,8.0,7.0,145.0,34.0,23.4,2.69,9.0,151.0,66.9,SancMa00
10.0,230.0,197.0,112.0,56.9,1141,5.8,2.0,8.0,50.9,48.5,65.2,76.7,5.0,2.4,8.0,3.3,8.4,68.3,11.0,8.9,3.0,2.0,12.0,86.0,21.0,24.4,2.78,12.0,51.0,60.1,QuinBr00
2.0,4.0,4.0,1.0,25.0,17,4.3,0.0,1.0,48.0,47.9,54.6,74.0,0.0,0.0,0.0,0.0,5.5,50.0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2,0.0,1.0,5.2,MallRy00
2.0,58.0,53.0,30.0,56.6,330,6.2,1.0,2.0,47.3,47.9,63.9,81.4,1.0,1.8,2.0,3.3,9.4,59.6,1.0,3.2,0.0,0.0,1.0,13.0,4.0,30.8,2.41,1.0,15.0,65.8,HoyeBr00
2.0,48.0,31.0,19.0,61.3,214,6.9,1.0,1.0,46.0,47.3,51.0,80.7,1.0,2.9,2.0,3.9,7.1,69.0,1.0,5.0,0.0,0.0,2.0,18.0,11.0,61.1,3.26,6.0,15.0,79.2,McElGr00
4.0,61.0,51.0,32.0,62.7,265,5.2,2.0,2.0,45.1,46.1,55.1,21.6,2.0,3.7,5.0,7.6,7.6,71.4,3.0,8.6,0.0,0.0,2.0,21.0,6.0,28.6,2.91,4.0,11.0,72.8,CampJa00
1.0,22.0,17.0,9.0,52.9,79,4.6,1.0,0.0,39.5,40.9,57.4,77.5,0.0,0.0,0.0,0.0,7.3,56.3,0.0,0.0,0.0,1.0,0.0,6.0,4.0,66.7,2.75,1.0,6.0,85.2,McCoCo00
6.0,184.0,171.0,89.0,52.0,752,4.4,0.0,7.0,37.2,37.0,62.2,77.1,6.0,3.4,10.0,5.2,8.7,63.5,12.0,11.9,7.0,2.0,3.0,45.0,12.0,26.7,2.38,1.0,38.0,46.7,LindRy00
7.0,218.0,201.0,109.0,54.2,1132,5.6,2.0,9.0,35.1,37.0,54.3,74.2,5.0,2.4,10.0,4.4,8.1,64.7,12.0,9.9,4.0,5.0,4.0,76.0,15.0,19.7,2.59,2.0,55.0,55.4,SkelJo00
2.0,4.0,3.0,2.0,66.7,19,6.3,0.0,0.0,38.7,35.6,57.9,21.2,0.0,0.0,0.0,0.0,5.3,66.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.55,0.0,1.0,84.0,CarrDa00
3.0,11.0,10.0,4.0,40.0,38,3.8,0.0,1.0,30.6,30.8,56.6,20.9,0.0,0.0,1.0,9.1,7.6,44.4,0.0,0.0,1.0,0.0,0.0,3.0,1.0,33.3,2.84,0.0,3.0,11.7,YateT.00
1.0,36.0,30.0,11.0,36.7,180,6.0,1.0,1.0,32.9,27.1,79.2,29.1,0.0,0.0,4.0,11.1,15.8,50.0,2.0,15.4,0.0,1.0,2.0,17.0,3.0,17.6,3.76,3.0,7.0,54.9,WebbJo00
