#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
17.0,626.0,589.0,408.0,69.3,4495,7.6,30.0,11.0,70.8,71.1,52.8,53.4,22.0,3.5,22.0,3.3,8.3,77.7,28.0,6.4,7.0,2.0,19.0,225.0,32.0,14.2,2.57,4.0,222.0,100.8,CousKi00
16.0,711.0,661.0,437.0,66.1,4792,7.2,29.0,13.0,69.9,70.6,38.0,85.0,21.0,2.9,19.0,2.5,7.5,77.6,34.0,7.2,12.0,9.0,32.0,280.0,40.0,14.3,2.4,9.0,230.0,93.8,RivePh00
5.0,133.0,125.0,76.0,60.8,828,6.6,4.0,1.0,69.7,70.3,52.3,50.5,7.0,5.3,5.0,3.5,8.5,71.2,8.0,9.5,0.0,2.0,5.0,43.0,4.0,9.3,2.6,3.0,41.0,87.7,KeenCa00
3.0,102.0,91.0,59.0,64.8,616,6.8,4.0,4.0,69.9,68.8,60.9,65.9,4.0,4.3,4.0,3.8,5.9,72.4,4.0,6.3,1.0,0.0,3.0,39.0,9.0,23.1,2.6,2.0,30.0,80.7,SancMa00
18.0,656.0,542.0,353.0,65.1,3922,7.2,22.0,8.0,69.2,68.1,67.1,81.8,14.0,2.4,15.0,2.2,7.0,74.8,24.0,6.4,7.0,1.0,29.0,244.0,48.0,19.7,2.74,65.0,207.0,93.9,SmitAl03
16.0,598.0,536.0,313.0,58.4,4038,7.5,22.0,15.0,68.0,67.2,59.4,71.7,27.0,4.6,32.0,4.9,10.4,69.2,35.0,10.1,5.0,10.0,16.0,226.0,27.0,11.9,2.84,35.0,219.0,84.2,WinsJa00
17.0,547.0,471.0,309.0,65.6,3377,7.2,14.0,9.0,68.9,66.8,64.1,70.3,17.0,3.4,19.0,3.3,7.4,79.2,19.0,5.8,14.0,2.0,41.0,252.0,46.0,18.3,3.0,29.0,175.0,88.6,BridTe00
7.0,186.0,160.0,102.0,63.8,1066,6.7,7.0,3.0,63.3,66.7,39.8,37.4,5.0,3.0,5.0,2.5,8.7,77.6,9.0,8.1,1.0,3.0,13.0,74.0,15.0,20.3,2.77,11.0,60.0,89.7,McCaA.00
16.0,637.0,586.0,363.0,61.9,4208,7.2,24.0,12.0,67.9,66.7,62.4,39.8,24.0,3.9,27.0,4.0,8.9,73.2,34.0,8.6,12.0,9.0,21.0,246.0,45.0,18.3,2.58,6.0,196.0,88.7,TannRy00
6.0,159.0,140.0,97.0,69.3,1043,7.5,5.0,2.0,67.7,66.4,61.4,51.0,4.0,2.6,8.0,4.6,8.0,74.8,4.0,4.0,2.0,0.0,2.0,39.0,10.0,25.6,2.64,9.0,57.0,96.8,WeedBr00
8.0,278.0,256.0,156.0,60.9,1690,6.6,9.0,5.0,65.3,66.4,55.1,80.7,6.0,2.2,9.0,3.0,7.9,71.0,13.0,7.7,8.0,2.0,8.0,88.0,16.0,18.2,2.47,6.0,87.0,84.0,HassMa00
1.0,4.0,4.0,1.0,25.0,6,1.5,0.0,0.0,66.9,66.1,61.3,72.0,0.0,0.0,0.0,0.0,3.0,75.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,,2.1,0.0,0.0,39.6,GaroJi00
8.0,310.0,275.0,170.0,61.8,1967,7.2,10.0,6.0,64.0,65.5,44.1,57.6,7.0,2.4,10.0,3.1,9.2,73.4,18.0,9.6,5.0,3.0,11.0,120.0,23.0,19.2,2.65,12.0,95.0,86.4,OsweBr00
16.0,653.0,618.0,387.0,62.6,4432,7.2,35.0,14.0,65.7,65.2,60.6,52.1,22.0,3.3,30.0,4.3,8.1,74.1,37.0,8.7,10.0,11.0,24.0,222.0,27.0,12.2,2.47,8.0,210.0,93.6,MannEl00
3.0,109.0,104.0,61.0,58.7,779,7.5,4.0,6.0,61.9,65.0,33.9,58.5,2.0,1.9,3.0,2.7,9.4,69.4,7.0,10.3,1.0,2.0,3.0,28.0,5.0,17.9,2.57,0.0,40.0,71.0,MoorKe02
16.0,662.0,592.0,398.0,67.2,4262,7.2,32.0,13.0,65.7,64.7,62.0,87.8,22.0,3.6,26.0,3.7,6.9,76.2,24.0,5.7,9.0,6.0,23.0,232.0,44.0,19.0,2.56,26.0,233.0,97.0,StafMa00
10.0,430.0,413.0,266.0,64.4,2791,6.8,14.0,12.0,64.9,64.3,51.5,57.3,21.0,4.8,22.0,4.8,7.7,74.9,20.0,7.0,3.0,6.0,18.0,130.0,15.0,11.5,2.54,2.0,124.0,83.1,FlacJo00
1.0,6.0,6.0,5.0,83.3,63,10.5,1.0,0.0,64.7,63.9,60.0,69.9,0.0,0.0,0.0,0.0,14.0,83.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.32,0.0,4.0,150.0,ClemKe00
16.0,685.0,606.0,355.0,58.6,4428,7.3,35.0,18.0,65.2,62.8,75.5,54.0,27.0,4.2,38.0,5.2,10.0,70.0,35.0,9.0,20.0,4.0,22.0,244.0,51.0,20.9,2.72,28.0,230.0,88.2,BortBl00
1.0,5.0,5.0,5.0,100.0,68,13.6,1.0,0.0,62.9,62.5,-,68.0,0.0,0.0,0.0,0.0,9.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0,4.0,158.3,NassRy00
1.0,32.0,28.0,15.0,53.6,149,5.3,1.0,1.0,64.9,62.1,65.5,78.9,1.0,3.6,0.0,0.0,7.2,66.7,3.0,16.7,0.0,1.0,0.0,10.0,1.0,10.0,2.62,3.0,8.0,65.9,FreeJo00
8.0,330.0,282.0,178.0,63.1,2031,7.2,10.0,7.0,65.7,61.7,77.9,59.2,11.0,3.7,8.0,2.3,7.0,72.2,19.0,9.6,3.0,0.0,6.0,125.0,25.0,20.0,2.68,23.0,91.0,86.2,GabbBl00
4.0,63.0,57.0,28.0,49.1,370,6.5,3.0,1.0,63.4,61.4,66.9,83.0,4.0,6.6,1.0,1.4,11.1,60.8,3.0,9.7,1.0,2.0,3.0,25.0,5.0,20.0,2.69,1.0,19.0,80.3,YateT.00
12.0,424.0,370.0,230.0,62.2,2818,7.6,19.0,10.0,62.0,61.1,59.3,31.3,9.0,2.2,21.0,4.6,9.6,71.5,18.0,7.3,5.0,2.0,13.0,149.0,39.0,26.2,2.68,15.0,148.0,91.5,MariMa01
16.0,615.0,562.0,335.0,59.6,3905,6.9,31.0,15.0,63.6,60.8,74.9,90.8,21.0,3.6,32.0,5.0,9.8,70.5,36.0,9.7,19.0,8.0,9.0,214.0,19.0,8.9,2.46,34.0,211.0,88.0,FitzRy00
1.0,1.0,1.0,1.0,100.0,14,14.0,0.0,0.0,62.8,60.5,60.5,68.2,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.3,0.0,1.0,118.8,MoorMa01
5.0,27.0,25.0,11.0,44.0,104,4.2,0.0,2.0,62.2,60.5,63.0,80.1,1.0,3.7,1.0,3.4,12.4,65.2,4.0,26.7,1.0,1.0,0.0,14.0,2.0,14.3,2.56,0.0,6.0,22.8,StanDr00
8.0,327.0,292.0,186.0,63.7,2109,7.2,12.0,4.0,58.5,60.5,45.9,29.1,10.0,3.1,16.0,4.5,8.3,74.1,14.0,7.0,3.0,8.0,11.0,123.0,23.0,18.7,2.65,12.0,100.0,93.3,McCoJo01
13.0,449.0,423.0,249.0,58.9,2788,6.6,11.0,18.0,60.6,60.4,53.9,78.8,16.0,3.6,25.0,5.3,9.6,67.3,23.0,8.5,7.0,4.0,7.0,150.0,25.0,16.7,2.32,1.0,137.0,69.5,MannPe00
1.0,10.0,10.0,6.0,60.0,58,5.8,1.0,0.0,59.9,59.8,-,71.4,0.0,0.0,0.0,0.0,11.1,60.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.44,0.0,4.0,109.6,LindRy00
1.0,7.0,7.0,6.0,85.7,31,4.4,0.0,0.0,59.7,59.6,-,69.6,0.0,0.0,0.0,0.0,3.7,85.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.17,0.0,2.0,85.1,MannSe00
12.0,435.0,403.0,239.0,59.3,2742,6.8,19.0,11.0,61.5,59.2,82.7,58.9,8.0,1.9,19.0,4.2,9.9,68.9,27.0,10.2,5.0,3.0,9.0,130.0,28.0,21.5,2.51,4.0,145.0,84.2,HoyeBr00
1.0,2.0,1.0,1.0,100.0,4,4.0,0.0,0.0,39.1,58.9,50.5,19.8,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.05,0.0,0.0,83.3,TolzSc00
1.0,47.0,42.0,27.0,64.3,265,6.3,2.0,1.0,60.3,58.5,66.4,80.3,1.0,2.3,2.0,4.1,9.6,70.7,2.0,6.9,0.0,0.0,1.0,18.0,3.0,16.7,2.72,2.0,15.0,87.9,SmitGe00
7.0,253.0,244.0,136.0,55.7,1336,5.5,5.0,6.0,59.2,58.4,63.7,77.6,8.0,3.1,12.0,4.5,8.8,68.6,19.0,12.3,3.0,5.0,8.0,77.0,6.0,7.8,2.37,3.0,79.0,67.9,MallRy00
11.0,357.0,337.0,190.0,56.4,2052,6.1,7.0,10.0,58.7,57.8,66.0,73.9,10.0,2.8,16.0,4.2,8.6,69.0,24.0,11.2,0.0,5.0,20.0,146.0,14.0,9.6,2.53,5.0,85.0,69.0,FoleNi00
1.0,6.0,6.0,4.0,66.7,36,6.0,0.0,0.0,49.8,57.4,47.3,26.2,0.0,0.0,0.0,0.0,10.2,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.45,0.0,2.0,82.6,AndeDe00
2.0,40.0,40.0,22.0,55.0,201,5.0,1.0,1.0,57.2,57.2,-,79.3,2.0,4.8,1.0,2.4,8.0,76.5,4.0,15.4,2.0,1.0,3.0,10.0,0.0,0.0,2.44,0.0,13.0,66.8,OrloDa00
1.0,9.0,7.0,3.0,42.9,11,1.6,0.0,1.0,55.1,56.1,57.4,72.7,0.0,0.0,0.0,0.0,2.3,50.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,66.7,2.12,0.0,1.0,10.7,RenfSe00
4.0,129.0,121.0,83.0,68.6,884,7.3,5.0,7.0,55.5,55.0,63.8,63.4,2.0,1.6,6.0,4.4,7.7,74.1,3.0,3.5,2.0,1.0,2.0,45.0,6.0,13.3,2.58,2.0,47.0,79.4,RomoTo00
1.0,2.0,2.0,2.0,100.0,4,2.0,0.0,0.0,57.4,54.5,61.0,70.1,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.65,0.0,1.0,79.2,DaniCh00
2.0,85.0,80.0,52.0,65.0,540,6.8,3.0,4.0,51.2,53.1,44.5,84.3,2.0,2.4,4.0,4.6,7.9,70.3,0.0,0.0,0.0,0.0,6.0,34.0,3.0,8.8,2.5,2.0,28.0,76.0,SchaMa00
8.0,230.0,204.0,119.0,58.3,1276,6.3,5.0,7.0,51.2,51.1,50.5,76.2,5.0,2.3,7.0,2.8,8.9,71.2,12.0,9.2,10.0,3.0,5.0,73.0,14.0,19.2,2.73,12.0,59.0,70.6,CassMa00
3.0,7.0,6.0,4.0,66.7,37,6.2,0.0,0.0,54.3,50.1,62.1,74.7,0.0,0.0,0.0,0.0,2.6,80.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,33.3,2.53,0.0,3.0,83.3,JackTa00
4.0,140.0,125.0,72.0,57.6,739,5.9,2.0,4.0,46.4,50.0,43.1,87.7,0.0,0.0,4.0,2.8,8.8,68.5,4.0,5.3,4.0,2.0,8.0,56.0,7.0,12.5,2.67,8.0,33.0,66.7,ClauJi00
9.0,295.0,244.0,144.0,59.0,1615,6.6,6.0,5.0,47.1,49.8,46.7,56.6,10.0,3.9,11.0,3.6,7.7,68.3,11.0,7.1,4.0,0.0,13.0,117.0,28.0,23.9,2.87,23.0,80.0,78.5,KaepCo00
1.0,12.0,11.0,7.0,63.6,128,11.6,1.0,0.0,48.0,49.5,60.5,21.7,0.0,0.0,1.0,8.3,8.4,72.7,1.0,12.5,0.0,0.0,0.0,2.0,1.0,50.0,2.62,0.0,4.0,133.9,McCoCo00
9.0,269.0,223.0,129.0,57.8,1500,6.7,7.0,5.0,53.3,48.0,83.3,27.2,4.0,1.7,16.0,5.7,8.4,70.6,20.0,13.4,0.0,0.0,11.0,115.0,19.0,16.5,3.19,27.0,80.0,79.4,ManzJo00
7.0,333.0,293.0,162.0,55.3,1881,6.4,15.0,12.0,48.9,47.9,60.1,71.8,12.0,3.9,25.0,7.1,10.2,65.0,11.0,6.4,8.0,6.0,11.0,134.0,15.0,11.2,2.86,25.0,103.0,74.9,LuckAn00
3.0,109.0,94.0,56.0,59.6,547,5.8,1.0,3.0,47.6,46.6,64.8,59.9,1.0,1.0,6.0,5.0,8.4,72.9,6.0,9.7,1.0,1.0,7.0,55.0,11.0,20.0,2.77,4.0,28.0,66.2,DaviAu00
4.0,37.0,32.0,16.0,50.0,150,4.7,0.0,1.0,44.7,45.1,57.6,79.2,0.0,0.0,3.0,7.9,8.6,58.6,1.0,5.9,0.0,1.0,2.0,17.0,5.0,29.4,2.71,0.0,9.0,50.3,WhitCh02
2.0,34.0,32.0,23.0,71.9,142,4.4,2.0,1.0,42.9,43.8,-,27.1,0.0,0.0,2.0,5.7,5.0,83.9,3.0,11.5,0.0,0.0,1.0,14.0,2.0,14.3,2.0,0.0,10.0,88.3,McGlMa01
7.0,181.0,166.0,101.0,60.8,935,5.6,4.0,7.0,38.4,40.7,39.7,33.9,0.0,0.0,11.0,5.9,8.5,71.8,11.0,9.8,4.0,1.0,4.0,72.0,13.0,18.1,2.58,2.0,47.0,66.7,MettZa00
2.0,94.0,84.0,52.0,61.9,561,6.7,3.0,3.0,42.2,40.1,61.7,31.5,3.0,3.4,8.0,8.2,10.0,73.1,5.0,8.8,4.0,0.0,1.0,25.0,6.0,24.0,2.62,4.0,30.0,78.5,ManuEJ00
2.0,8.0,7.0,2.0,28.6,15,2.1,0.0,0.0,43.1,39.9,61.0,73.1,0.0,0.0,0.0,0.0,7.2,50.0,1.0,33.3,0.0,0.0,1.0,5.0,1.0,20.0,2.79,0.0,0.0,39.6,HillSh00
6.0,63.0,60.0,34.0,56.7,524,8.7,3.0,5.0,36.6,36.5,61.3,82.8,3.0,4.7,7.0,10.4,10.5,61.4,1.0,2.9,2.0,0.0,1.0,22.0,3.0,13.6,2.39,0.0,19.0,67.6,JoneLa02
4.0,87.0,66.0,40.0,60.6,371,5.6,2.0,1.0,39.4,32.5,68.9,64.3,1.0,1.4,7.0,7.8,10.0,67.7,2.0,4.8,0.0,2.0,1.0,33.0,10.0,30.3,3.2,11.0,18.0,79.8,VickMi00
